Zone#,StopSeq,Period,SignRt,Part,Express or Local,Inbound or Outbound,OnStreet,CrossStreet,Intersection,Direction,,,,,,
53062,16,AM,166,,L,O,MILITARY RD S,S 254TH PL,AT,N,,,,,,
53501,16,AM,180,,L,O,S 188TH ST,INTERNATIONAL BLVD,FS,E,,,,,,
53536,16,AM,152,,L,I,S 272ND ST,MILITARY RD S,FS,W,,,,,,
53532,16,AM,183,,L,O,MILITARY RD S,S 268TH ST,NS,S,,,,,,
53660,16,AM,123,,L,I,14TH AVE SW,SW 160TH ST,NS,N,,,,,,
55130,16,AM,106,,L,I,RENTON AVE S,S FOUNTAIN PL,FS,N,,,,,,
52450,16,AM,139,,L,O,SW 164TH ST,16TH AVE SW,FS,W,,,,,,
55280,16,AM,107,,L,O,51ST AVE S,BEACON AVE S,AT,S,,,,,,
54170,16,AM,105,,L,I,NE 4TH ST,INDEX PL NE,FS,W,,,,,,
56872,16,AM,111,,L,I,SE 144TH ST,167TH PL SE,NS,E,,,,,,
57130,16,AM,161,,L,I,104TH AVE SE,SE 240TH ST,FM,N,,,,,,
57180,16,AM,169,,L,O,108TH AVE SE,SE 224TH ST,FS,N,,,,,,
48680,16,AM,166,,L,I,1ST AVE S,SW 192ND ST,FS,S,,,,,,
49050,16,AM,156,,L,I,DES MOINES MEMORI DR,S 212TH ST,FS,N,,,,,,
49460,16,AM,132,,L,I,S 128TH ST,22ND AVE S,FS,E,,,,,,
47920,16,AM,131,,L,I,4TH AVE SW,SW 104TH ST,NS,N,,,,,,
31861,16,AM,55,,L,O,CALIFORNIA AVE SW,SW CHARLESTOWN ST,FS,N,,,,,,
29277,16,AM,8,,L,I,E JOHN ST,12TH AVE E,FS,E,,,,,,
34730,16,AM,50,,L,I,SEWARD PK AVE S,S JUNEAU ST,FS,N,,,,,,
29440,16,AM,167,,L,I,15TH AVE NE,NE CAMPUS PKWY,FS,N,,,,,,
31620,16,AM,173,,L,I,EAST MARGINAL WAY S,S NORFOLK ST,FS,N,,,,,,
31620,16,AM,154,,L,I,EAST MARGINAL WAY S,S NORFOLK ST,FS,N,,,,,,
36155,16,AM,125,,L,I,16th Ave SW,SW Findlay St,NS,N,,,,,,
35324,16,AM,41,,L,O,Northgate TC AcRd,NE 103rd St,NS,N,,,,,,
29255,16,AM,43,,L,I,23RD AVE E,E ROY ST,FS,S,,,,,,
35290,16,AM,242,,L,I,NE 103RD ST,5TH AVE NE,FS,W,,,,,,
32396,16,AM,37,,E,I,48TH AVE SW,SW HOLLY ST,OP,S,,,,,,
35295,16,AM,41,,L,I,Northgate TC AcRd,NE 100th St,NS,S,,,,,,
32010,16,AM,55,,L,I,CALIFORNIA AVE SW,SW GENESEE ST,FS,S,,,,,,
32010,16,AM,128,,L,I,CALIFORNIA AVE SW,SW GENESEE ST,FS,S,,,,,,
31970,16,AM,50,,L,O,CALIFORNIA AVE SW,SW SPOKANE ST,FS,S,,,,,,
29080,16,AM,25,,L,I,42ND AVE NE,NE 41ST ST,NS,N,,,,,,
37380,16,AM,71,,E,O,NE 65TH ST,19TH AVE NE,NS,E,,,,,,
31137,16,AM,7,,L,I,S HENDERSON ST,RAINIER AVE S,FM,E,,,,,,
28310,16,AM,28,,L,I,N 36TH ST,PHINNEY AVE N,NS,E,,,,,,
29620,16,AM,44,,L,O,NW MARKET ST,NW 48TH ST,AT,W,,,,,,
36860,16,AM,556,,E,O,15TH AVE NE,NE 45TH ST,FS,N,,,,,,
36840,16,AM,48,,L,O,23RD AVE,E PINE ST,FS,N,,,,,,
36522,16,AM,125,,L,O,16TH AVE SW,SW GRAHAM ST,AT,S,,,,,,
31430,16,AM,31,,L,I,22ND AVE W,W DRAVUS ST,FS,N,,,,,,
29231,16,AM,44,,L,I,N 45TH ST,STONE WAY N,FS,E,,,,,,
36960,16,AM,542,,E,I,NE 65TH ST,OSWEGO PL NE,NS,W,,,,,,
31250,16,AM,33,,L,I,22ND AVE W,W BERTONA ST,FS,S,,,,,,
45880,16,AM,131,,L,O,4TH AVE S,DIAGONAL AVE S,NS,S,,,,,,
39433,16,AM,22,,L,I,25TH AVE SW,SW HENDERSON ST,FS,N,,,,,,
39340,16,AM,348,,L,O,15TH AVE NE,NE 145TH ST,FS,N,,,,,,
45880,16,AM,132,,L,O,4TH AVE S,DIAGONAL AVE S,NS,S,,,,,,
45090,16,AM,105,,L,O,UNION AVE NE,NE 11TH ST,FS,N,,,,,,
38930,16,AM,77,,E,I,15TH AVE NE,NE 120TH ST,FS,S,,,,,,
39010,16,AM,73,,E,I,15TH AVE NE,NE 98TH ST,FS,S,,,,,,
39010,16,AM,73,,L,I,15TH AVE NE,NE 98TH ST,FS,S,,,,,,
45453,16,AM,107,,L,I,S 114TH ST,CORNELL AVE S,NS,W,,,,,,
41280,16,AM,29,,L,I,3RD AVE W,W RAYE ST,FS,S,,,,,,
37840,16,AM,71,,E,I,55TH AVE NE,NE 68TH ST,FS,S,,,,,,
37840,16,AM,76,,L,I,55TH AVE NE,NE 68TH ST,FS,S,,,,,,
39880,16,AM,22,,L,O,41ST AVE SW,SW SOUTHERN ST,FS,S,,,,,,
43110,16,AM,345,,L,I,N 130TH ST,AURORA AVE N,FS,E,,,,,,
39472,16,AM,57,,L,I,49TH AVE SW,SW HANFORD ST,FS,N,,,,,,
40049,16,AM,40,,L,I,HOLMAN RD NW,MARY AVE NW,FS,W,,,,,,
46474,16,AM,110,,L,I,MILL AVE S,S 2ND ST,FS,N,,,,,,
46478,16,AM,560,,E,I,Renton TC AcRd,Logan Ave S,FS,E,,,,,,
47390,16,AM,122,,L,I,MARINE VIEW DR S,S 223RD ST,FS,N,,,,,,
47360,16,AM,121,,L,I,MARINE VIEW DR S,S 230TH ST,FS,N,,,,,,
46630,16,AM,240,,L,O,NE 12TH ST,NE 11TH PL,FS,E,,,,,,
38300,16,AM,72,,L,I,NE 80TH ST,21ST AVE NE,FS,W,,,,,,
38300,16,AM,72,,E,I,NE 80TH ST,21ST AVE NE,FS,W,,,,,,
38240,16,AM,243,,L,I,RAVENNA AVE NE,NE 92ND ST,FS,S,,,,,,
38430,16,AM,73,,E,O,15TH AVE NE,NE 75TH ST,FS,N,,,,,,
38430,16,AM,72,,E,O,15TH AVE NE,NE 75TH ST,FS,N,,,,,,
38870,16,AM,373,,E,I,15TH AVE NE,NE 135TH ST,NS,S,,,,,,
400,16,AM,5,,E,I,3RD AVE,BELL ST,FS,S,,,,,,
619,16,AM,116,,E,I,4TH AVE S,S JACKSON ST,FM,N,,,,,,
1085,16,AM,10,,L,I,PINE ST,9TH AVE,FS,W,,,,,,
1121,16,AM,550,,E,I,Westlake Sta AcRd,Transit Tunnel AcRd,AT,E,,,,,,
682,16,AM,190,,L,I,4TH AVE,UNIVERSITY ST,FS,N,,,,,,
2720,16,AM,13,,L,O,QUEEN ANNE AVE N,WARD ST,FS,N,,,,,,
648,16,AM,554,,E,I,4TH AVE,CHERRY ST,FS,N,,,,,,
2730,16,AM,2,N,L,O,QUEEN ANNE AVE N,HIGHLAND DR,FS,N,,,,,,
700,16,AM,178,,L,I,4TH AVE,PIKE ST,FS,N,,,,,,
2180,16,AM,13,,L,I,QUEEN ANNE AVE N,W HARRISON ST,FS,S,,,,,,
2180,16,AM,1,,L,I,QUEEN ANNE AVE N,W HARRISON ST,FS,S,,,,,,
940,16,AM,268,,L,I,STEWART ST,9TH AVE,NS,W,,,,,,
2370,16,AM,1,,L,O,MERCER ST,QUEEN ANNE AVE N,NS,W,,,,,,
2200,16,AM,2,N,L,I,QUEEN ANNE AVE N,W JOHN ST,FM,S,,,,,,
1040,16,AM,214,,L,I,OLIVE WAY,6TH AVE,NS,E,,,,,,
1040,16,AM,212,,L,I,OLIVE WAY,6TH AVE,NS,E,,,,,,
950,16,AM,545,,E,I,STEWART ST,7TH AVE,NS,W,,,,,,
83708,16,MID,181,,L,O,S 320TH ST,5TH AVE S,FS,E,,,,,,
84362,16,MID,153,,L,O,E VALLEY HWY,S 180TH ST,FM,S,,,,,,
83782,16,MID,197,,L,O,S 320TH ST,6TH AVE S,NS,W,,,,,,
82750,16,MID,246,,L,I,112TH AVE SE,SE 1ST PL,FM,S,,,,,,
82327,16,MID,331,,L,I,BALLINGER WAY NE,19TH AVE NE,FS,N,,,,,,
99267,16,MID,101,,L,I,SODO BUSWAY,S ROYAL BROUGHAM WAY,NS,N,,,,,,
99263,16,MID,106,,L,O,SODO BUSWAY,S LANDER ST,FS,S,,,,,,
99253,16,MID,150,,L,O,SODO BUSWAY,S SPOKANE ST,NS,S,,,,,,
82275,16,MID,68,,L,I,NE 75TH ST,20TH AVE NE,FS,E,,,,,,
85962,16,MID,183,,L,I,45TH PL S,S 290TH ST,OP,N,,,,,,
61464,16,MID,182,,L,I,1ST AVE S,S 356TH ST,FS,N,,,,,,
61470,16,MID,187,,L,I,35TH AVE SW,SW 340TH PL,FS,N,,,,,,
59902,16,MID,101,,L,O,S 7TH ST,RAINIER AVE S,FM,E,,,,,,
58111,16,MID,140,,L,I,STRANDER BLVD,ANDOVER PARK E,NS,W,,,,,,
62116,16,MID,168,,L,I,SE 262ND PL,180TH AVE SE,NS,W,,,,,,
61870,16,MID,187,,L,O,SW 320TH ST,21ST AVE SW,FS,W,,,,,,
59604,16,MID,155,,L,I,156TH AVE SE,SE FAIRWOOD BLVD,NS,S,,,,,,
60002,16,MID,148,,L,O,LK YOUNGS WAY SE,ROYAL HILLS DR SE,FS,S,,,,,,
59675,16,MID,148,,L,I,LK YOUNGS WAY SE,SE 16TH ST,FS,W,,,,,,
62248,16,MID,168,,L,O,SE 256TH ST,118TH PL SE,FS,E,,,,,,
60920,16,MID,128,,L,O,TUKWILA INTL BLVD,S 152ND ST,FS,N,,,,,,
59310,16,MID,140,,L,O,ANDOVER PARK W,BAKER BLVD,FS,S,,,,,,
59179,16,MID,181,,L,I,E MAIN ST,H ST SE,FS,W,,,,,,
60810,16,MID,671,,L,I,PACIFIC HWY S,S 224TH ST,FS,N,,,,,,
61220,16,MID,671,,L,O,PACIFIC HWY S,S 260TH ST,FS,S,,,,,,
59370,16,MID,169,,L,I,S CARR RD,TALBOT RD S,FS,E,,,,,,
60475,16,MID,164,,L,O,KENT KANGLEY RD,127TH AVE SE,FM,E,,,,,,
61442,16,MID,182,,L,O,S 348TH ST,6TH AVE S,FS,W,,,,,,
60461,16,MID,164,,L,I,KENT KANGLEY RD,127TH AVE SE,NM,W,,,,,,
60906,16,MID,156,,L,O,S 176TH ST,34TH AVE S,FS,W,,,,,,
59359,16,MID,155,,L,O,SW 43RD ST,E VALLEY HWY,FM,E,,,,,,
66700,16,MID,226,,L,I,NE 24TH ST,162ND AVE NE,FS,E,,,,,,
69650,16,MID,234,,L,I,84TH AVE NE,NE 145TH ST,FS,S,,,,,,
65140,16,MID,209,,L,O,E SUNSET WAY,6TH AVE NE,FS,E,,,,,,
67130,16,MID,221,,L,I,168TH AVE SE,SE 17TH ST,FS,N,,,,,,
69430,16,MID,235,,L,O,LK WASHINGTON BLVD N,NE 46TH ST,NS,N,,,,,,
69430,16,MID,234,,L,O,LK WASHINGTON BLVD N,NE 46TH ST,NS,N,,,,,,
64360,16,MID,209,,L,I,SE REDMOND-FALL CITY,337TH PL SE,AT,W,,,,,,
64383,16,MID,224,,L,O,NE BIG ROCK RD,CARNATION DUVALL RD ,FS,E,,,,,,
63732,16,MID,204,,L,I,78TH AVE SE,SE 40TH ST,FS,N,,,,,,
63570,16,MID,204,,L,O,ISLAND CREST WAY,SE 47TH ST,FS,S,,,,,,
68690,16,MID,226,,L,O,156TH AVE SE,SE 4TH ST,NS,N,,,,,,
64586,16,MID,200,,L,I,NW GILMAN BLVD,7TH AVE NW,NS,W,,,,,,
64598,16,MID,271,,L,I,WEST LK SAMMAMISH PK,184TH AVE SE,FS,W,,,,,,
64769,16,MID,241,,L,I,SE NEWPORT WAY,SE 42ND PL,NS,E,,,,,,
70060,16,MID,238,,L,I,JUANITA WOODINVIL WA,NE 149TH ST,FS,S,,,,,,
64451,16,MID,200,,L,O,MAPLE ST NW,NW GILMAN BLVD,NS,N,,,,,,
68000,16,MID,249,,L,O,BELLEVUE WAY SE,SE 6TH ST,FS,N,,,,,,
68410,16,MID,672,,L,I,156TH AVE NE,NE 15TH ST,NS,S,,,,,,
68582,16,MID,245,,L,O,LANDERHOLM CIR SE,148TH AVE SE,FS,W,,,,,,
73533,16,MID,221,,L,O,NE 116th St,162nd Ave NE,FS,E,,,,,,
71390,16,MID,888,,L,O,NE 24TH ST,167TH AVE NE,FS,E,,,,,,
72350,16,MID,245,,L,I,NE 70TH PL,128TH AVE NE,FS,E,,,,,,
73227,16,MID,542,,E,O,NE 83rd St,161st Ave NE,FS,E,,,,,,
71880,16,MID,224,,L,I,AVONDALE RD NE,NE 95TH ST,FS,S,,,,,,
73049,16,MID,271,,L,O,NE 8TH ST,106TH AVE NE,NS,E,,,,,,
73342,16,MID,672,,L,O,148TH AVE NE,NE 40TH ST,FS,N,,,,,,
70710,16,MID,331,,L,O,NW 200TH ST,3RD AVE NW,FS,E,,,,,,
71250,16,MID,249,,L,I,NE 24TH ST,175TH AVE NE,FS,W,,,,,,
74700,16,MID,236,,L,O,NE 116TH ST,110TH AVE NE,FS,E,,,,,,
74570,16,MID,255,,L,O,108TH AVE NE,NE 60TH ST,FS,N,,,,,,
70695,16,MID,238,,L,O,NE 80TH ST,123RD AVE NE,FS,E,,,,,,
70694,16,MID,277,,L,O,NE 80TH ST,120TH AVE NE,FS,E,,,,,,
74610,16,MID,893,,L,O,3RD ST,10TH AVE,FS,N,,,,,,
74721,16,MID,255,,L,I,Kingsgate P&R AcRd,116th Way NE,OP,S,,,,,,
73757,16,MID,545,,E,O,NE 85TH ST,161ST AVE NE,NS,E,,,,,,
73953,16,MID,235,,L,I,NE 85TH ST,124TH AVE NE,FS,W,,,,,,
74155,16,MID,887,,L,O,INTERNATIONAL SCH,128TH AVE SE,NS,E,,,,,,
73637,16,MID,248,,L,I,164TH AVE NE,NE 80TH ST,NS,N,,,,,,
73638,16,MID,248,,L,O,164TH AVE NE,NE 83RD ST,FS,S,,,,,,
10580,16,MID,75,,L,O,SAND PT WAY NE,NE WINDERMERE RD,FS,N,,,,,,
4050,16,MID,3,N,L,I,5TH AVE N,MERCER ST,FM,S,,,,,,
3800,16,MID,36,,L,O,BEACON AVE S,S BAYVIEW ST,FS,S,,,,,,
8608,16,MID,7,,L,O,RAINIER AVE S,I-90,AT,S,,,,,,
9620,16,MID,66,,E,O,EASTLAKE AVE NE,NE 41ST ST,FS,N,,,,,,
8681,16,MID,9,,E,O,RAINIER AVE S,S STEVENS ST,NS,S,,,,,,
9730,16,MID,75,,L,I,SAND PT WAY NE,NE 120TH ST,NS,S,,,,,,
8485,16,MID,9,,E,I,RAINIER AVE S,I-90,AT,N,,,,,,
3990,16,MID,4,N,L,I,TAYLOR AVE N,BLAINE ST,FS,S,,,,,,
6330,16,MID,5,,L,O,AURORA AVE N,HALLADAY ST,NS,N,,,,,,
6310,16,MID,16,,L,O,AURORA AVE N,CROCKETT ST,NS,N,,,,,,
5350,16,MID,48,,L,I,N 85TH ST,FREMONT AVE N,FS,E,,,,,,
5670,16,MID,5,,L,I,GREENWOOD AVE N,N 115TH ST,FS,S,,,,,,
4300,16,MID,3,N,L,O,TAYLOR AVE N,5TH AVE N,AT,N,,,,,,
7690,16,MID,358,,E,O,AURORA AVE N,N 76TH ST,NS,N,,,,,,
4300,16,MID,4,N,L,O,TAYLOR AVE N,5TH AVE N,AT,N,,,,,,
10030,16,MID,74,,E,I,NE 55TH ST,35TH AVE NE,FS,W,,,,,,
10490,16,MID,30,,L,O,NE 55TH ST,33RD AVE NE,FS,E,,,,,,
7010,16,MID,358,,E,I,AURORA AVE N,N 125TH ST,FM,S,,,,,,
9300,16,MID,70,,L,I,EASTLAKE AVE E,MERCER ST,FS,S,,,,,,
2995,16,MID,2,S,L,I,E UNION ST,23RD AVE,FS,W,,,,,,
3200,16,MID,2,S,L,O,E UNION ST,20TH AVE,NS,E,,,,,,
3410,16,MID,36,,L,I,BEACON AVE S,JEFF GOLF COURSE,FS,N,,,,,,
9480,16,MID,70,,L,O,EASTLAKE AVE E,E HOWE ST,FS,N,,,,,,
12860,16,MID,4,S,L,I,JEFFERSON ST,BROADWAY,FS,W,,,,,,
12354,16,MID,11,,L,I,E MADISON ST,17TH AVE,FS,W,,,,,,
16440,16,MID,66,,E,I,ROOSEVELT WAY NE,NE 65TH ST,FS,S,,,,,,
16440,16,MID,67,,L,I,ROOSEVELT WAY NE,NE 65TH ST,FS,S,,,,,,
18540,16,MID,26,,L,O,DEXTER AVE N,CROCKETT ST,FS,N,,,,,,
18540,16,MID,28,,L,O,DEXTER AVE N,CROCKETT ST,FS,N,,,,,,
14190,16,MID,674,,L,O,15TH AVE W,W EMERSON ST,NS,N,,,,,,
16290,16,MID,346,,L,I,MERIDIAN AVE N,N 160TH ST,FS,S,,,,,,
12010,16,MID,14,,L,O,S JACKSON ST,23RD AVE S,FS,E,,,,,,
18990,16,MID,118,,E,I,FAUNTLEROY WAY SW,SW MORGAN ST,FS,E,,,,,,
15100,16,MID,56,,E,I,SW ADMIRAL WAY,SW OLGA ST,NS,S,,,,,,
13840,16,MID,674,,L,I,15TH AVE W,W ARMORY WAY,NS,S,,,,,,
18240,16,MID,62,,L,I,NICKERSON ST,WARREN AVE N,NS,E,,,,,,
18230,16,MID,32,,L,I,W NICKERSON ST,QUEEN ANNE AVE N,NS,E,,,,,,
11050,16,MID,49,,L,I,BROADWAY E,E THOMAS ST,FS,S,,,,,,
11910,16,MID,14,,L,I,S JACKSON ST,23RD AVE S,NS,W,,,,,,
17850,16,MID,345,,L,O,N 128TH ST,MERIDIAN AVE N,NS,E,,,,,,
12890,16,MID,3,S,L,I,JAMES ST,8TH AVE,NS,W,,,,,,
13040,16,MID,3,S,L,O,E CHERRY ST,MARTIN L KING JR WAY,NS,E,,,,,,
17140,16,MID,16,,L,I,WOODLAWN AVE NE,LATONA AVE NE,FS,E,,,,,,
17970,16,MID,61,,L,I,32ND AVE NW,8200 BLOCK,AT,S,,,,,,
17870,16,MID,346,,L,O,MERIDIAN AVE N,N 133RD ST,FS,N,,,,,,
17350,16,MID,31,,L,O,N 40TH ST,ASHWORTH AVE N,FS,W,,,,,,
17350,16,MID,32,,L,O,N 40TH ST,ASHWORTH AVE N,FS,W,,,,,,
12660,16,MID,4,S,L,O,S DEARBORN ST,24TH AVE S,NS,E,,,,,,
18850,16,MID,61,,L,O,32ND AVE NW,NW 66TH ST,FS,N,,,,,,
13320,16,MID,12,,L,O,19TH AVE E,E JOHN ST,FS,N,,,,,,
12377,16,MID,11,,L,O,E MADISON ST,23RD AVE E,FS,E,,,,,,
11600,16,MID,10,,L,O,15TH AVE E,E ALOHA ST,FS,N,,,,,,
13284,16,MID,12,,L,I,MADISON ST,BOREN AVE,FS,W,,,,,,
19480,16,MID,33,,L,O,ELLIOTT AVE W,6TH AVE W,AT,N,,,,,,
19490,16,MID,24,,L,O,ELLIOTT AVE W,W MERCER ST,AT,N,,,,,,
22165,16,MID,120,,L,O,DELRIDGE WAY SW,SW THISTLE ST,FS,S,,,,,,
21940,16,MID,124,,L,O,AIRPT WAY S,S SPOKANE ST,NS,S,,,,,,
23580,16,MID,67,,L,O,12TH AVE NE,NE 70TH ST,FS,N,,,,,,
20250,16,MID,673,,L,O,FAUNTLEROY WAY SW,SW BARTON ST,FS,S,,,,,,
22660,16,MID,21,,L,I,35TH AVE SW,SW WEBSTER ST,FS,N,,,,,,
19898,16,MID,21,,L,O,SW AVALON WAY,SW BRADFORD ST,FS,S,,,,,,
20170,16,MID,118,,E,O,FAUNTLEROY WAY SW,SW MYRTLE ST,FS,S,,,,,,
19930,16,MID,673,,L,I,SW AVALON WAY,SW YANCY ST,FS,N,,,,,,
27500,16,MID,60,,L,O,E YESLER WAY,BROADWAY,FS,E,,,,,,
25870,16,MID,65,,L,O,35TH AVE NE,NE 62ND ST,NS,N,,,,,,
27370,16,MID,27,,L,I,E YESLER WAY,19TH AVE,FS,W,,,,,,
24960,16,MID,65,,L,I,35TH AVE NE,NE 105TH ST,FS,S,,,,,,
26850,16,MID,62,,L,O,WESTLAKE AVE N,WESTLAKE ALY,FS,N,,,,,,
26850,16,MID,40,,L,O,WESTLAKE AVE N,WESTLAKE ALY,FS,N,,,,,,
27550,16,MID,27,,L,O,E YESLER WAY,20TH AVE S,NS,E,,,,,,
26360,16,MID,26,,L,I,2ND AVE NE,NE 40TH ST,NS,S,,,,,,
24280,16,MID,24,,L,I,34TH AVE W,W ARMOUR ST,FS,N,,,,,,
25510,16,MID,25,,L,O,LKVIEW BLVD E,E HOWE ST,FS,N,,,,,,
79562,16,MID,124,,L,I,EAST MARGINAL WAY S,16TH AVE S,NM,N,,,,,,
76720,16,MID,372,,E,O,LK CITY WAY NE,NE 125TH ST,FS,N,,,,,,
79868,16,MID,240,,L,I,FACTORIA BLVD SE,SE 38TH ST,NS,S,,,,,,
77785,16,MID,330,,L,O,NE 155TH ST,3RD AVE NE,FS,W,,,,,,
81480,16,MID,889,,L,O,130TH AVE NE,NE 24TH PL,FS,N,,,,,,
81440,16,MID,236,,L,I,119TH AVE NE,NE 159TH ST,NS,S,,,,,,
77440,16,MID,347,,L,I,15TH AVE NE,NE PERKINS WAY,FS,S,,,,,,
77717,16,MID,330,,L,I,NE 150TH ST,25TH AVE NE,NS,E,,,,,,
76870,16,MID,522,,E,O,NE BOTHELL WAY,68TH AVE NE,FM,E,,,,,,
81234,16,MID,348,,L,I,NE 185TH ST,1ST AVE NE,FS,E,,,,,,
80978,16,MID,180,,L,I,17TH ST SE,G ST SE,NS,W,,,,,,
82127,16,MID,68,,L,O,NE 75TH ST,20TH AVE NE,NS,W,,,,,,
81755,16,MID,269,,L,I,Bear Creek P&R AcRd,178th Pl NE,OP,N,,,,,,
76306,16,MID,372,,E,I,BEARDSLEE BLVD,NE 185TH ST,FS,W,,,,,,
82170,16,MID,347,,L,O,NE 145TH ST,11TH AVE NE,NS,W,,,,,,
80390,16,MID,241,,L,O,FACTORIA BLVD SE,SE 41ST LN,FS,N,,,,,,
80380,16,MID,246,,L,O,FACTORIA BLVD SE,SE NEWPORT WAY,FS,N,,,,,,
75405,16,MID,540,,E,I,GRANT LN,STEVENS WAY,FS,W,,,,,,
76610,16,MID,522,,E,I,BOTHELL WAY NE,NE 165TH ST,NS,S,,,,,,
81684,16,MID,269,,L,O,S Sammamish P&R AcRd,228th Ave SE,NS,E,,,,,,
51660,16,MID,120,,L,I,15TH AVE SW,SW 100TH ST,FS,N,,,,,,
53532,16,MID,183,,L,O,MILITARY RD S,S 268TH ST,NS,S,,,,,,
57180,16,MID,169,,L,O,108TH AVE SE,SE 224TH ST,FS,N,,,,,,
47920,16,MID,131,,L,I,4TH AVE SW,SW 104TH ST,NS,N,,,,,,
52450,16,MID,139,,L,O,SW 164TH ST,16TH AVE SW,FS,W,,,,,,
51520,16,MID,560,,E,O,AMBAUM BLVD SW,SW 128TH ST,FS,N,,,,,,
53501,16,MID,180,,L,O,S 188TH ST,INTERNATIONAL BLVD,FS,E,,,,,,
48680,16,MID,166,,L,I,1ST AVE S,SW 192ND ST,FS,S,,,,,,
53062,16,MID,166,,L,O,MILITARY RD S,S 254TH PL,AT,N,,,,,,
49739,16,MID,60,,L,I,14TH AVE S,S TRENTON ST,FS,S,,,,,,
49335,16,MID,122,,L,O,8TH AVE S,S 152ND ST,FS,S,,,,,,
55130,16,MID,106,,L,I,RENTON AVE S,S FOUNTAIN PL,FS,N,,,,,,
55280,16,MID,107,,L,O,51ST AVE S,BEACON AVE S,AT,S,,,,,,
55780,16,MID,8,,L,O,MARTIN L KING JR WAY,S ALASKA ST,FS,N,,,,,,
49460,16,MID,132,,L,I,S 128TH ST,22ND AVE S,FS,E,,,,,,
49050,16,MID,156,,L,I,DES MOINES MEMORI DR,S 212TH ST,FS,N,,,,,,
50125,16,MID,121,,L,O,SW 156TH ST,2ND AVE SW,FS,E,,,,,,
54170,16,MID,105,,L,I,NE 4TH ST,INDEX PL NE,FS,W,,,,,,
31430,16,MID,31,,L,I,22ND AVE W,W DRAVUS ST,FS,N,,,,,,
34730,16,MID,50,,L,I,SEWARD PK AVE S,S JUNEAU ST,FS,N,,,,,,
29277,16,MID,8,,L,I,E JOHN ST,12TH AVE E,FS,E,,,,,,
32010,16,MID,128,,L,I,CALIFORNIA AVE SW,SW GENESEE ST,FS,S,,,,,,
31250,16,MID,33,,L,I,22ND AVE W,W BERTONA ST,FS,S,,,,,,
31970,16,MID,50,,L,O,CALIFORNIA AVE SW,SW SPOKANE ST,FS,S,,,,,,
31137,16,MID,7,,L,I,S HENDERSON ST,RAINIER AVE S,FM,E,,,,,,
29620,16,MID,44,,L,O,NW MARKET ST,NW 48TH ST,AT,W,,,,,,
32225,16,MID,154,,L,O,S 112TH ST,TUKWILA INTL BLVD,FS,E,,,,,,
36155,16,MID,125,,L,I,16th Ave SW,SW Findlay St,NS,N,,,,,,
36522,16,MID,125,,L,O,16TH AVE SW,SW GRAHAM ST,AT,S,,,,,,
29231,16,MID,44,,L,I,N 45TH ST,STONE WAY N,FS,E,,,,,,
37380,16,MID,71,,E,O,NE 65TH ST,19TH AVE NE,NS,E,,,,,,
28310,16,MID,28,,L,I,N 36TH ST,PHINNEY AVE N,NS,E,,,,,,
36860,16,MID,556,,E,O,15TH AVE NE,NE 45TH ST,FS,N,,,,,,
29080,16,MID,25,,L,I,42ND AVE NE,NE 41ST ST,NS,N,,,,,,
36840,16,MID,48,,L,O,23RD AVE,E PINE ST,FS,N,,,,,,
36960,16,MID,542,,E,I,NE 65TH ST,OSWEGO PL NE,NS,W,,,,,,
35295,16,MID,41,,L,I,Northgate TC AcRd,NE 100th St,NS,S,,,,,,
29255,16,MID,43,,L,I,23RD AVE E,E ROY ST,FS,S,,,,,,
35324,16,MID,41,,L,O,Northgate TC AcRd,NE 103rd St,NS,N,,,,,,
38430,16,MID,72,,E,O,15TH AVE NE,NE 75TH ST,FS,N,,,,,,
38430,16,MID,73,,E,O,15TH AVE NE,NE 75TH ST,FS,N,,,,,,
41280,16,MID,29,,L,I,3RD AVE W,W RAYE ST,FS,S,,,,,,
38870,16,MID,373,,E,I,15TH AVE NE,NE 135TH ST,NS,S,,,,,,
39010,16,MID,73,,E,I,15TH AVE NE,NE 98TH ST,FS,S,,,,,,
39880,16,MID,22,,L,O,41ST AVE SW,SW SOUTHERN ST,FS,S,,,,,,
38300,16,MID,72,,E,I,NE 80TH ST,21ST AVE NE,FS,W,,,,,,
46630,16,MID,240,,L,O,NE 12TH ST,NE 11TH PL,FS,E,,,,,,
40049,16,MID,40,,L,I,HOLMAN RD NW,MARY AVE NW,FS,W,,,,,,
41989,16,MID,205,,E,O,BOREN AVE,E YESLER WAY,NS,S,,,,,,
45880,16,MID,131,,L,O,4TH AVE S,DIAGONAL AVE S,NS,S,,,,,,
45880,16,MID,132,,L,O,4TH AVE S,DIAGONAL AVE S,NS,S,,,,,,
45090,16,MID,105,,L,O,UNION AVE NE,NE 11TH ST,FS,N,,,,,,
39433,16,MID,22,,L,I,25TH AVE SW,SW HENDERSON ST,FS,N,,,,,,
45453,16,MID,107,,L,I,S 114TH ST,CORNELL AVE S,NS,W,,,,,,
39340,16,MID,348,,L,O,15TH AVE NE,NE 145TH ST,FS,N,,,,,,
37840,16,MID,71,,E,I,55TH AVE NE,NE 68TH ST,FS,S,,,,,,
46478,16,MID,560,,E,I,Renton TC AcRd,Logan Ave S,FS,E,,,,,,
43110,16,MID,345,,L,I,N 130TH ST,AURORA AVE N,FS,E,,,,,,
