Zone#,StopSeq,Period,SignRt,Part,Express or Local,Inbound or Outbound,OnStreet,CrossStreet,Intersection,Direction,,,,,,
55589,5,MID,8,,L,O,MARTIN L KING JR WAY,S THISTLE ST,FS,N,,,,,,
50130,5,MID,180,,L,O,S 156TH ST,1ST AVE S,FS,E,,,,,,
50130,5,MID,140,,L,O,S 156TH ST,1ST AVE S,FS,E,,,,,,
48972,5,MID,156,,L,I,16TH AVE S,17TH PL S,NS,N,,,,,,
57110,5,MID,168,,L,O,S 240TH ST,94TH AVE S,FS,E,,,,,,
55000,5,MID,106,,L,I,RENTON AVE S,S 132ND ST,AT,N,,,,,,
57110,5,MID,164,,L,O,S 240TH ST,94TH AVE S,FS,E,,,,,,
31791,5,MID,673,,L,I,CALIFORNIA AVE SW,SW BARTON ST,FS,S,,,,,,
29213,5,MID,44,,L,I,NW MARKET ST,20TH AVE NW,FS,E,,,,,,
36750,5,MID,48,,L,O,23RD AVE S,S MASSACHUSETTS ST,FS,N,,,,,,
35551,5,MID,48,,L,I,NW 85TH ST,24TH AVE NW,NS,E,,,,,,
29241,5,MID,271,,L,O,NE PACIFIC ST,NE PACIFIC PL,FS,E,,,,,,
28970,5,MID,25,,L,I,55TH AVE NE,NE 44TH ST,NS,S,,,,,,
37730,5,MID,71,,E,I,40TH AVE NE,NE 77TH ST,NS,S,,,,,,
36860,5,MID,48,,E,O,15TH AVE NE,NE 45TH ST,FS,N,,,,,,
37130,5,MID,128,,L,I,CALIFORNIA AVE SW,SW HILL ST,NS,S,,,,,,
35233,5,MID,41,,L,I,NE 125TH ST,25TH AVE NE,FS,W,,,,,,
46800,5,MID,119,,L,I,VASHON HWY SW,SW 188TH ST,FS,N,,,,,,
38090,5,MID,65,,L,I,30TH AVE NE,NE 133RD ST,FS,S,,,,,,
41300,5,MID,13,,L,I,3RD AVE W,W MCGRAW ST,NS,S,,,,,,
46500,5,MID,240,,L,O,PARK AVE N,N 3RD ST,FS,N,,,,,,
46500,5,MID,342,,L,O,PARK AVE N,N 3RD ST,FS,N,,,,,,
42390,5,MID,181,,L,O,21ST AVE SW,SW 334TH ST,FS,N,,,,,,
45360,5,MID,107,,L,I,TAYLOR AVE NW,NW 2ND ST,NS,N,,,,,,
47240,5,MID,119,,L,O,VASHON HWY SW,SW BANK RD,NS,S,,,,,,
47240,5,MID,118,,L,O,VASHON HWY SW,SW BANK RD,NS,S,,,,,,
46830,5,MID,118,,L,I,VASHON HWY SW,SW 178TH ST,NS,N,,,,,,
45990,5,MID,173,,L,O,EAST MARGINAL WAY S,6700 BLOCK,OP,S,,,,,,
46620,5,MID,105,,L,I,NE 12TH ST,REDMOND AVE NE,FS,E,,,,,,
45990,5,MID,154,,L,O,EAST MARGINAL WAY S,6700 BLOCK,OP,S,,,,,,
38160,5,MID,72,,E,I,LK CITY WAY NE,NE 115TH ST,FS,S,,,,,,
46160,5,MID,50,,L,I,S OTHELLO ST,48TH AVE S,FS,E,,,,,,
45219,5,MID,110,,L,O,PARK AVE N,N 8TH ST,FS,S,,,,,,
38830,5,MID,73,,E,I,15TH AVE NE,NE 145TH ST,FS,S,,,,,,
47770,5,MID,131,,L,I,1ST AVE S,S 138TH ST,NS,N,,,,,,
45670,5,MID,36,,L,I,S MYRTLE PL,S HOLLY PK DR,FS,W,,,,,,
43765,5,MID,4,S,L,I,MARTIN L KING JR WAY,S IRVING ST,NS,N,,,,,,
910,5,MID,355,,E,O,STEWART ST,YALE AVE,FS,W,,,,,,
682,5,MID,545,,E,O,4TH AVE,UNIVERSITY ST,FS,N,,,,,,
682,5,MID,522,,E,O,4TH AVE,UNIVERSITY ST,FS,N,,,,,,
548,5,MID,33,,L,O,3RD AVE,MADISON ST,NS,N,,,,,,
468,5,MID,673,,L,O,3RD AVE,SENECA ST,FS,S,,,,,,
558,5,MID,13,,L,O,3RD AVE,SENECA ST,NS,N,,,,,,
558,5,MID,70,,L,O,3RD AVE,SENECA ST,NS,N,,,,,,
468,5,MID,21,,L,O,3RD AVE,SENECA ST,FS,S,,,,,,
570,5,MID,5,,L,O,3RD AVE,UNION ST,NS,N,,,,,,
570,5,MID,16,,L,O,3RD AVE,UNION ST,NS,N,,,,,,
570,5,MID,24,,L,O,3RD AVE,UNION ST,NS,N,,,,,,
570,5,MID,28,,L,O,3RD AVE,UNION ST,NS,N,,,,,,
468,5,MID,116,,E,O,3RD AVE,SENECA ST,FS,S,,,,,,
570,5,MID,26,,L,O,3RD AVE,UNION ST,NS,N,,,,,,
468,5,MID,125,,L,O,3RD AVE,SENECA ST,FS,S,,,,,,
468,5,MID,118,,E,O,3RD AVE,SENECA ST,FS,S,,,,,,
420,5,MID,131,,L,O,3RD AVE,VIRGINIA ST,NS,S,,,,,,
515,5,MID,36,,L,O,3RD AVE S,S MAIN ST,NS,S,,,,,,
420,5,MID,132,,L,O,3RD AVE,VIRGINIA ST,NS,S,,,,,,
482,5,MID,56,,E,O,COLUMBIA ST,2ND AVE,NS,W,,,,,,
482,5,MID,120,,L,O,COLUMBIA ST,2ND AVE,NS,W,,,,,,
621,5,MID,218,,L,I,Intl District Statio,Transit Tunnel AcRd,AT,N,,,,,,
450,5,MID,14,,L,O,3RD AVE,UNION ST,FS,S,,,,,,
623,5,MID,101,,L,O,Intl District Statio,Transit Tunnel AcRd,AT,S,,,,,,
624,5,MID,550,,E,O,Intl District Statio,Transit Tunnel AcRd,AT,S,,,,,,
625,5,MID,554,,E,O,S WASHINGTON ST,4TH AVE S,NS,E,,,,,,
450,5,MID,27,,L,O,3RD AVE,UNION ST,FS,S,,,,,,
590,5,MID,25,,L,O,3RD AVE,PINE ST,FS,N,,,,,,
590,5,MID,40,,L,O,3RD AVE,PINE ST,FS,N,,,,,,
590,5,MID,62,,L,O,3RD AVE,PINE ST,FS,N,,,,,,
578,5,MID,4,N,L,O,3RD AVE,PIKE ST,FS,N,,,,,,
578,5,MID,2,N,L,O,3RD AVE,PIKE ST,FS,N,,,,,,
578,5,MID,66,,E,O,3RD AVE,PIKE ST,FS,N,,,,,,
578,5,MID,3,N,L,O,3RD AVE,PIKE ST,FS,N,,,,,,
590,5,MID,358,,E,O,3RD AVE,PINE ST,FS,N,,,,,,
2600,5,MID,2,N,L,I,6TH AVE W,W BLAINE ST,FS,S,,,,,,
300,5,MID,121,,L,O,2ND AVE,PIKE ST,FS,S,,,,,,
340,5,MID,177,,L,O,2ND AVE,MARION ST,NS,S,,,,,,
1193,5,MID,255,,L,O,Convention Place AcR,Transit Tunnel AcRd,AT,E,,,,,,
1192,5,MID,72,,E,O,Convention Place AcR,Transit Tunnel AcRd,AT,E,,,,,,
1192,5,MID,73,,E,O,Convention Place AcR,Transit Tunnel AcRd,AT,E,,,,,,
1192,5,MID,71,,E,O,Convention Place AcR,Transit Tunnel AcRd,AT,E,,,,,,
2060,5,MID,1,,L,I,10TH AVE W,W CROCKETT ST,FS,S,,,,,,
2235,5,MID,8,,L,I,DENNY WAY,WARREN PL,NS,E,,,,,,
1570,5,MID,3,S,L,O,JAMES ST,5TH AVE,FS,E,,,,,,
1570,5,MID,4,S,L,O,JAMES ST,5TH AVE,FS,E,,,,,,
1600,5,MID,12,,L,O,6TH AVE,MARION ST,FS,N,,,,,,
1610,5,MID,1,,L,O,PREFONTAINE PL S,YESLER WAY,NS,N,,,,,,
1610,5,MID,49,,L,O,PREFONTAINE PL S,YESLER WAY,NS,N,,,,,,
1690,5,MID,674,,L,O,3RD AVE,VINE ST,FS,N,,,,,,
1790,5,MID,99,,L,I,ALASKAN WAY,UNIVERSITY ST,NS,S,,,,,,
130,5,MID,99,,L,O,1ST AVE S,S JACKSON ST,FS,N,,,,,,
84014,5,PM,224,,L,O,AVONDALE WAY NE,170TH PL NE,FS,E,,,,,,
83760,5,PM,187,,L,O,S 320TH ST,PACIFIC HWY S,FS,W,,,,,,
82800,5,PM,243,,L,O,112TH AVE SE,SE 4TH ST,FM,N,,,,,,
82205,5,PM,68,,L,I,ROOSEVELT WAY NE,NE 108TH ST,FS,S,,,,,,
82750,5,PM,240,,L,I,112TH AVE SE,SE 1ST PL,FM,S,,,,,,
82280,5,PM,331,,L,I,BALLINGER WAY NE,NE 175TH ST,FS,W,,,,,,
85114,5,PM,22,,L,I,SW 106TH ST,SEOLA BEACH DR SW,AT,W,,,,,,
85059,5,PM,122,,L,O,EAST MARGINAL WAY S,S IDAHO ST,FS,S,,,,,,
85059,5,PM,113,,L,O,EAST MARGINAL WAY S,S IDAHO ST,FS,S,,,,,,
98324,5,PM,347,,L,I,236TH ST SW,50TH AVE W,FS,E,,,,,,
85210,5,PM,113,,L,I,26TH AVE SW,SW 106TH ST,NS,N,,,,,,
84280,5,PM,560,,E,O,I-405,LK WASHINGTON BLVD S,NS,S,,,,,,
85949,5,PM,183,,L,I,S 304TH ST,28TH AVE S,FS,E,,,,,,
59842,5,PM,169,,L,I,Lake Ave S,Shattuck Ave S,AT,W,,,,,,
59842,5,PM,153,,L,O,Lake Ave S,Shattuck Ave S,AT,W,,,,,,
59842,5,PM,140,,L,I,Lake Ave S,Shattuck Ave S,AT,W,,,,,,
59842,5,PM,148,,L,O,Lake Ave S,Shattuck Ave S,AT,W,,,,,,
59059,5,PM,164,,L,I,124TH AVE SE,SE 304TH ST,FS,N,,,,,,
58360,5,PM,186,,L,O,AUBURN WAY S,8TH ST SE,FS,S,,,,,,
58540,5,PM,186,,L,I,GRIFFIN AVE,FELL ST,FS,W,,,,,,
62230,5,PM,169,,L,O,CANYON DR SE,S 252ND ST,NS,E,,,,,,
59070,5,PM,181,,L,I,112TH AVE SE,SE 320TH ST,FS,N,,,,,,
61400,5,PM,187,,L,I,SW 320TH ST,36TH AVE SW,FS,W,,,,,,
60443,5,PM,128,,L,O,TUKWILA PKWY,ANDOVER PARK W,FS,W,,,,,,
61456,5,PM,182,,L,I,49TH AVE NE,38TH ST NE,FS,S,,,,,,
57611,5,PM,180,,L,I,37TH ST SE,I ST SE,FS,E,,,,,,
60958,5,PM,124,,L,I,TUKWILA INTL BLVD,S 141ST ST,FS,N,,,,,,
61090,5,PM,671,,L,O,INTERNATIONAL BLVD,S 182ND ST,FS,S,,,,,,
60710,5,PM,671,,L,I,PACIFIC HWY S,S DASH PT RD,NS,N,,,,,,
61338,5,PM,182,,L,O,S 324TH ST,17TH AVE S,NS,W,,,,,,
59590,5,PM,148,,L,I,SE FAIRWOOD BLVD,138TH AVE SE,FS,W,,,,,,
62710,5,PM,892,,L,O,W MERCER WAY,SE 40TH ST,FS,N,,,,,,
59865,5,PM,110,,L,I,SW 16TH ST,OAKESDALE AVE SW,FS,E,,,,,,
58119,5,PM,155,,L,O,SOUTHCENTER PKWY,MINKLER BLVD,FS,S,,,,,,
62092,5,PM,168,,L,I,SE 272ND ST,211TH AVE SE,NS,W,,,,,,
64140,5,PM,203,,L,I,N MERCER WAY,80TH AVE SE,FS,W,,,,,,
70004,5,PM,236,,L,I,NE 171ST ST,140TH AVE NE,FS,W,,,,,,
64957,5,PM,241,,L,O,SE ALLEN RD,146TH AVE SE,FS,W,,,,,,
65323,5,PM,217,,L,O,SE EASTGATE WAY,160TH AVE SE,NS,W,,,,,,
68424,5,PM,242,,L,O,MICROSOFT WAY,MICROSOFT ACS,FS,N,,,,,,
64378,5,PM,224,,L,I,NE BIG ROCK RD,NE 109TH ST,FS,N,,,,,,
64330,5,PM,209,,L,I,BENDIGO BLVD BLVD N,SIDNEY AVE N,FS,W,,,,,,
64622,5,PM,200,,L,O,220TH AVE SE,SE 51ST ST,FS,S,,,,,,
64769,5,PM,989,,E,I,SE NEWPORT WAY,SE 42ND PL,NS,E,,,,,,
64559,5,PM,209,,L,O,NW GILMAN BLVD,4TH AVE NW,NS,E,,,,,,
68426,5,PM,269,,L,I,MICROSOFT WAY,NE 36TH ST,NS,N,,,,,,
67014,5,PM,555,,E,O,Eastgate P&R AcRd,140th Ave SE,NS,W,,,,,,
69557,5,PM,234,,L,I,JUANITA DR NE,NE 166TH CT,FS,S,,,,,,
69210,5,PM,249,,L,O,104TH AVE SE,SE 27TH ST,FS,N,,,,,,
68582,5,PM,226,,L,O,LANDERHOLM CIR SE,148TH AVE SE,FS,W,,,,,,
68066,5,PM,226,,L,I,BELLEVUE REDMOND RD,124TH AVE NE,FS,E,,,,,,
67034,5,PM,212,,L,I,SE 36TH ST,FACTORIA BLVD SE,NS,W,,,,,,
63733,5,PM,201,,L,O,78TH AVE SE,SE 40TH ST,NS,S,,,,,,
67630,5,PM,550,,E,I,BELLEVUE WAY NE,NE 1ST ST,NS,S,,,,,,
63931,5,PM,203,,L,O,MERCER ISLAND HS,SE 42ND ST,NS,S,,,,,,
67943,5,PM,241,,L,I,108TH AVE SE,SE 10TH ST,FS,S,,,,,,
63580,5,PM,891,,L,O,ISLAND CREST WAY,SE 48TH ST,FS,S,,,,,,
68130,5,PM,672,,L,O,NE 8TH ST,131ST AVE NE,FS,E,,,,,,
71350,5,PM,986,,E,I,SR 520 RAMP,MONTLAKE FRWY STA,AT,E,,,,,,
71350,5,PM,982,,E,O,SR 520 RAMP,MONTLAKE FRWY STA,AT,E,,,,,,
72250,5,PM,238,,L,O,STATE ST S,10TH AVE S,FS,S,,,,,,
70560,5,PM,246,,L,I,100TH AVE NE,NE 18TH ST,FS,S,,,,,,
71876,5,PM,248,,L,I,AVONDALE RD NE,NE NOVELTY HILL RD,FS,S,,,,,,
70679,5,PM,245,,L,I,6TH ST S,9TH AVE S,NS,S,,,,,,
71341,5,PM,542,,E,I,SR 520,NE 51ST ST,FS,S,,,,,,
71342,5,PM,540,,E,I,SR 520,YARROW PT,FM,W,,,,,,
73092,5,PM,249,,L,I,NE 40TH ST,NE BEL-RED RD,NS,E,,,,,,
74870,5,PM,348,,L,I,NW RICHMOND BEACH RD,15TH AVE NW,FS,E,,,,,,
73108,5,PM,672,,L,I,148TH AVE NE,NE 87TH ST,NS,S,,,,,,
73054,5,PM,235,,L,O,116TH AVE NE,1500 BLOCK,FS,N,,,,,,
73366,5,PM,244,,E,O,148TH AVE NE,NE 46TH ST,FS,N,,,,,,
74250,5,PM,235,,L,I,120TH AVE NE,TOTEM LK WAY,NM,S,,,,,,
72458,5,PM,232,,L,O,WEST LK SAMMAMISH PK,LEARY WAY,FS,N,,,,,,
73054,5,PM,234,,L,O,116TH AVE NE,1500 BLOCK,FS,N,,,,,,
75130,5,PM,5,,L,I,DAYTON AVE N,15300 BLOCK,FS,S,,,,,,
73845,5,PM,248,,L,O,NE 85TH ST,126TH AVE NE,NS,E,,,,,,
75143,5,PM,331,,L,O,FREMONT AVE N,N 170TH ST,FS,N,,,,,,
73758,5,PM,545,,E,I,NE 85TH ST,160TH AVE NE,FS,W,,,,,,
75130,5,PM,345,,L,I,DAYTON AVE N,15300 BLOCK,FS,S,,,,,,
72874,5,PM,246,,L,O,148TH AVE SE,SE 45TH PL,NS,S,,,,,,
74610,5,PM,236,,L,O,3RD ST,10TH AVE,FS,N,,,,,,
3150,5,PM,2,S,L,O,SENECA ST,8TH AVE,NS,E,,,,,,
9145,5,PM,49,,L,I,NE CAMPUS PKWY,UNIVERSITY WAY NE,FS,W,,,,,,
10914,5,PM,70,,L,I,15TH AVE NE,NE CAMPUS PKWY,NS,S,,,,,,
2890,5,PM,2,S,L,I,MADRONA DR,MADRONA PL E,NS,W,,,,,,
3920,5,PM,3,N,L,I,QUEEN ANNE AVE N,W MCGRAW ST,FS,S,,,,,,
8140,5,PM,9,,E,I,RAINIER AVE S,S HOLDEN ST,FS,N,,,,,,
9584,5,PM,30,,L,O,UNIVERSITY WAY NE,NE 45TH ST,FS,N,,,,,,
9900,5,PM,30,,L,I,SAND PT WAY NE,NE 74TH ST,FS,S,,,,,,
11035,5,PM,265,,L,O,BOREN AVE,MADISON ST,FS,N,,,,,,
13430,5,PM,47,,L,I,BELLEVUE AVE E,E DENNY WAY,NS,S,,,,,,
13460,5,PM,43,,L,O,BELLEVUE AVE,E OLIVE ST,FS,N,,,,,,
14090,5,PM,32,,L,I,ELLIOTT AVE W,W GALER ST,NS,N,,,,,,
12930,5,PM,211,,E,O,E JEFFERSON ST,BROADWAY,FS,E,,,,,,
18720,5,PM,61,,L,O,LEARY AVE NW,NW VERNON PL,FS,N,,,,,,
12260,5,PM,11,,L,I,E MADISON ST,E GARFIELD ST,NS,W,,,,,,
13240,5,PM,12,,L,I,19TH AVE E,E MERCER ST,FS,S,,,,,,
12440,5,PM,988,,E,O,E MADISON ST,39TH AVE E,NS,E,,,,,,
13620,5,PM,674,,L,I,15TH AVE NW,NW 80TH ST,FS,S,,,,,,
10917,5,PM,43,,L,I,15TH AVE NE,NE 40TH ST,FS,S,,,,,,
10917,5,PM,197,,L,O,15TH AVE NE,NE 40TH ST,FS,S,,,,,,
10917,5,PM,167,,L,O,15TH AVE NE,NE 40TH ST,FS,S,,,,,,
11420,5,PM,10,,L,I,15TH AVE E,E MERCER ST,FS,S,,,,,,
11354,5,PM,44,,L,O,NE 45TH ST,BROOKLYN AVE NE,NS,W,,,,,,
16953,5,PM,16,,L,I,NE NORTHGATE WAY,3RD AVE NE,NS,W,,,,,,
12740,5,PM,3,S,L,I,E CHERRY ST,MARTIN L KING JR WAY,NS,W,,,,,,
10914,5,PM,556,,E,I,15TH AVE NE,NE CAMPUS PKWY,NS,S,,,,,,
10914,5,PM,542,,E,O,15TH AVE NE,NE CAMPUS PKWY,NS,S,,,,,,
17730,5,PM,346,,L,O,COLLEGE WAY N,N 103RD ST,NS,N,,,,,,
17730,5,PM,40,,L,I,COLLEGE WAY N,N 103RD ST,NS,N,,,,,,
17710,5,PM,345,,L,O,COLLEGE WAY N,N 97TH ST,NS,N,,,,,,
11130,5,PM,47,,L,O,PIKE ST,CONVENTION PL,NS,E,,,,,,
11130,5,PM,10,,L,O,PIKE ST,CONVENTION PL,NS,E,,,,,,
11130,5,PM,11,,L,O,PIKE ST,CONVENTION PL,NS,E,,,,,,
14970,5,PM,50,,L,O,SW ADMIRAL WAY,59TH AVE SW,FS,E,,,,,,
15451,5,PM,37,,L,O,SW SPOKANE ST,CHELAN AVE SW,FM,W,,,,,,
11070,5,PM,60,,L,O,BROADWAY,E PINE ST,NS,S,,,,,,
11070,5,PM,9,,E,O,BROADWAY,E PINE ST,NS,S,,,,,,
19120,5,PM,61,,L,I,24TH AVE NW,NW 96TH ST,FS,N,,,,,,
16180,5,PM,346,,L,I,MERIDIAN AVE N,N 190TH ST,FS,S,,,,,,
11730,5,PM,14,,L,I,31ST AVE S,S LANDER ST,FS,N,,,,,,
18140,5,PM,62,,L,I,Leary Ave NW,20th Ave NW,FS,S,,,,,,
20570,5,PM,24,,L,I,WEST VIEWMONT WAY W,W BARRETT ST,NS,S,,,,,,
20681,5,PM,31,,L,I,CONDON WAY W,W NEWTON ST,NS,S,,,,,,
26240,5,PM,26,,L,I,LATONA AVE NE,NE 61ST ST,FS,S,,,,,,
21360,5,PM,125,,L,I,16TH AVE SW,SW TRENTON ST,FS,N,,,,,,
22253,5,PM,60,,L,I,DELRIDGE WAY SW,SW BARTON ST,FS,S,,,,,,
22263,5,PM,21,,L,I,SW ROXBURY ST,35TH AVE SW,NS,W,,,,,,
27600,5,PM,987,,E,O,E YESLER WAY,28TH AVE S,FS,E,,,,,,
23290,5,PM,66,,E,I,5TH AVE NE,NE 95TH ST,FS,S,,,,,,
23290,5,PM,67,,L,I,5TH AVE NE,NE 95TH ST,FS,S,,,,,,
28120,5,PM,28,,L,I,8TH AVE NW,NW 75TH ST,NS,S,,,,,,
24370,5,PM,33,,L,I,W GOVERNMENT WAY,32ND AVE W,NS,E,,,,,,
25243,5,PM,980,,E,O,MONTLAKE BLVD E,E LK WASHINGTON BLVD,NS,S,,,,,,
27210,5,PM,27,,L,I,LKSIDE AVE S,S LANE ST,AT,N,,,,,,
20090,5,PM,22,,L,O,CALIFORNIA AVE SW,SW FINDLAY ST,FS,S,,,,,,
23070,5,PM,560,,E,I,35TH AVE SW,SW BARTON ST,FS,S,,,,,,
23110,5,PM,995,,E,O,BANNER WAY NE,5TH AVE NE,FS,E,,,,,,
22830,5,PM,21,,E,O,35TH AVE SW,SW AVALON WAY,FS,S,,,,,,
76299,5,PM,522,,E,I,BEARDSLEE BLVD,ROSS RD,FS,S,,,,,,
76000,5,PM,372,,E,I,NE 175TH ST,135TH AVE NE,FS,W,,,,,,
76970,5,PM,237,,L,O,SR 522,132ND AVE NE,NS,E,,,,,,
76218,5,PM,238,,L,I,NE 185TH ST,103RD AVE NE,NS,W,,,,,,
75405,5,PM,540,,E,O,GRANT LN,STEVENS WAY,FS,W,,,,,,
75405,5,PM,373,,E,O,GRANT LN,STEVENS WAY,FS,W,,,,,,
75406,5,PM,31,,L,O,STEVENS WAY,PEND OREILLE RD,FS,S,,,,,,
75406,5,PM,32,,L,O,STEVENS WAY,PEND OREILLE RD,FS,S,,,,,,
75404,5,PM,277,,L,O,STEVENS WAY,GARFIELD LN,FS,W,,,,,,
75405,5,PM,67,,L,O,GRANT LN,STEVENS WAY,FS,W,,,,,,
75414,5,PM,65,,L,O,STEVENS WAY,BENTON LN,FS,N,,,,,,
75412,5,PM,68,,L,O,GRANT LN,G WASHINGTON LN,FS,E,,,,,,
81364,5,PM,348,,L,O,NE NORTHGATE WAY,5TH AVE NE,FS,E,,,,,,
81364,5,PM,347,,L,O,NE NORTHGATE WAY,5TH AVE NE,FS,E,,,,,,
79862,5,PM,245,,L,O,SE 36TH ST,131ST AVE SE,NS,E,,,,,,
75414,5,PM,75,,L,O,STEVENS WAY,BENTON LN,FS,N,,,,,,
79980,5,PM,156,,L,O,51ST AVE S,S 160TH ST,FS,S,,,,,,
75410,5,PM,372,,E,O,STEVENS WAY,PEND OREILLE RD,NS,N,,,,,,
80642,5,PM,153,,L,I,84TH AVE S,S 224TH ST,FS,N,,,,,,
75247,5,PM,952,,E,O,BOEING PARKING LO AC,GATE E-69,AT,N,,,,,,
75403,5,PM,205,,E,O,STEVENS WAY,BENTON LN,NS,S,,,,,,
82120,5,PM,330,,L,O,NE 145TH ST,30TH AVE NE,FS,W,,,,,,
79233,5,PM,150,,L,I,68TH AVE S,S 238TH ST,NS,N,,,,,,
81837,5,PM,269,,L,O,SE BLK NUGGET RD,EAST LK SAMMAMISH PK,FS,E,,,,,,
77619,5,PM,330,,L,I,N 155TH ST,MIDVALE AVE N,FS,E,,,,,,
75740,5,PM,358,,E,I,AURORA AVE N,N 185TH ST,FM,S,,,,,,
81367,5,PM,75,,L,I,NE NORTHGATE WAY,ROOSEVELT WAY NE,FS,E,,,,,,
81408,5,PM,255,,L,I,124TH AVE NE,NE 157TH ST,AT,S,,,,,,
51470,5,PM,120,,L,I,AMBAUM BLVD SW,SW 139TH ST,FS,N,,,,,,
48550,5,PM,166,,L,I,1ST AVE S,SW 156TH ST,FS,S,,,,,,
50759,5,PM,183,,L,O,W MEEKER ST,64TH AVE S,NS,W,,,,,,
48972,5,PM,156,,L,I,16TH AVE S,17TH PL S,NS,N,,,,,,
49362,5,PM,132,,L,I,S 146TH ST,8TH AVE S,FS,E,,,,,,
51330,5,PM,139,,L,I,21ST AVE SW,SW 152ND ST,NS,N,,,,,,
50712,5,PM,166,,L,O,W JAMES ST,WASHINGTON AVE N,FS,W,,,,,,
50130,5,PM,180,,L,O,S 156TH ST,1ST AVE S,FS,E,,,,,,
50130,5,PM,140,,L,O,S 156TH ST,1ST AVE S,FS,E,,,,,,
57110,5,PM,168,,L,O,S 240TH ST,94TH AVE S,FS,E,,,,,,
57110,5,PM,164,,L,O,S 240TH ST,94TH AVE S,FS,E,,,,,,
53977,5,PM,139,,L,O,4TH AVE SW,SW 160TH ST,NS,S,,,,,,
56773,5,PM,105,,L,O,EDMONDS AVE NE,NE 3RD ST,FM,N,,,,,,
55938,5,PM,101,,L,I,Lake Ave S,Shattuck Ave S,AT,E,,,,,,
55589,5,PM,8,,L,O,MARTIN L KING JR WAY,S THISTLE ST,FS,N,,,,,,
56230,5,PM,107,,L,O,RENTON AVE S,S HENDERSON ST,FS,S,,,,,,
55000,5,PM,106,,L,I,RENTON AVE S,S 132ND ST,AT,N,,,,,,
37130,5,PM,128,,L,I,CALIFORNIA AVE SW,SW HILL ST,NS,S,,,,,,
36860,5,PM,48,,E,O,15TH AVE NE,NE 45TH ST,FS,N,,,,,,
37040,5,PM,994,,E,O,NW 85TH ST,3RD AVE NW,NS,W,,,,,,
37730,5,PM,71,,E,I,40TH AVE NE,NE 77TH ST,NS,S,,,,,,
29241,5,PM,271,,L,O,NE PACIFIC ST,NE PACIFIC PL,FS,E,,,,,,
31791,5,PM,673,,L,I,CALIFORNIA AVE SW,SW BARTON ST,FS,S,,,,,,
35551,5,PM,48,,L,I,NW 85TH ST,24TH AVE NW,NS,E,,,,,,
29213,5,PM,44,,L,I,NW MARKET ST,20TH AVE NW,FS,E,,,,,,
35233,5,PM,41,,L,I,NE 125TH ST,25TH AVE NE,FS,W,,,,,,
36750,5,PM,48,,L,O,23RD AVE S,S MASSACHUSETTS ST,FS,N,,,,,,
38160,5,PM,72,,E,I,LK CITY WAY NE,NE 115TH ST,FS,S,,,,,,
38830,5,PM,73,,E,I,15TH AVE NE,NE 145TH ST,FS,S,,,,,,
38090,5,PM,65,,L,I,30TH AVE NE,NE 133RD ST,FS,S,,,,,,
46500,5,PM,240,,L,O,PARK AVE N,N 3RD ST,FS,N,,,,,,
43765,5,PM,4,S,L,I,MARTIN L KING JR WAY,S IRVING ST,NS,N,,,,,,
42010,5,PM,303,,E,O,9TH AVE,ALDER ST,NS,S,,,,,,
42010,5,PM,64,,E,O,9TH AVE,ALDER ST,NS,S,,,,,,
46830,5,PM,118,,L,I,VASHON HWY SW,SW 178TH ST,NS,N,,,,,,
46800,5,PM,119,,L,I,VASHON HWY SW,SW 188TH ST,FS,N,,,,,,
42390,5,PM,181,,L,O,21ST AVE SW,SW 334TH ST,FS,N,,,,,,
46620,5,PM,105,,L,I,NE 12TH ST,REDMOND AVE NE,FS,E,,,,,,
45360,5,PM,107,,L,I,TAYLOR AVE NW,NW 2ND ST,NS,N,,,,,,
45990,5,PM,173,,L,O,EAST MARGINAL WAY S,6700 BLOCK,OP,S,,,,,,
45990,5,PM,154,,L,O,EAST MARGINAL WAY S,6700 BLOCK,OP,S,,,,,,
45670,5,PM,36,,L,I,S MYRTLE PL,S HOLLY PK DR,FS,W,,,,,,
45219,5,PM,110,,L,O,PARK AVE N,N 8TH ST,FS,S,,,,,,
46160,5,PM,50,,L,I,S OTHELLO ST,48TH AVE S,FS,E,,,,,,
47240,5,PM,119,,L,O,VASHON HWY SW,SW BANK RD,NS,S,,,,,,
41300,5,PM,13,,L,I,3RD AVE W,W MCGRAW ST,NS,S,,,,,,
41955,5,PM,193,,E,O,9TH AVE,SPRING ST,NS,N,,,,,,
47240,5,PM,118,,L,O,VASHON HWY SW,SW BANK RD,NS,S,,,,,,
47770,5,PM,131,,L,I,1ST AVE S,S 138TH ST,NS,N,,,,,,
1610,5,PM,1,,L,O,PREFONTAINE PL S,YESLER WAY,NS,N,,,,,,
570,5,PM,5,,E,O,3RD AVE,UNION ST,NS,N,,,,,,
1690,5,PM,674,,L,O,3RD AVE,VINE ST,FS,N,,,,,,
570,5,PM,5,,L,O,3RD AVE,UNION ST,NS,N,,,,,,
570,5,PM,16,,L,O,3RD AVE,UNION ST,NS,N,,,,,,
1790,5,PM,99,,L,I,ALASKAN WAY,UNIVERSITY ST,NS,S,,,,,,
558,5,PM,70,,L,O,3RD AVE,SENECA ST,NS,N,,,,,,
482,5,PM,120,,L,O,COLUMBIA ST,2ND AVE,NS,W,,,,,,
482,5,PM,57,,L,O,COLUMBIA ST,2ND AVE,NS,W,,,,,,
