Zone#,Period,InOut,Rte,Express or Local,OnsObs,OffsObs,Dir,OnStreet,Inter,CrossStreet
390,AM,I,159,L,9,15,S,2 AVE EXT S,NS,S JACKSON ST
390,AM,I,161,L,6,11,S,2 AVE EXT S,NS,S JACKSON ST
390,AM,I,179,L,9,19,S,2 AVE EXT S,NS,S JACKSON ST
390,AM,I,192,L,5,9,S,2 AVE EXT S,NS,S JACKSON ST
390,AM,I,301,E,10,65,S,2 AVE EXT S,NS,S JACKSON ST
390,AM,I,301,L,0,4,S,2 AVE EXT S,NS,S JACKSON ST
390,AM,I,306,E,0,9,S,2 AVE EXT S,NS,S JACKSON ST
390,AM,I,308,L,5,16,S,2 AVE EXT S,NS,S JACKSON ST
390,AM,I,312,E,4,24,S,2 AVE EXT S,NS,S JACKSON ST
390,AM,I,522,E,9,91,S,2 AVE EXT S,NS,S JACKSON ST
390,AM,I,601,E,2,4,S,2 AVE EXT S,NS,S JACKSON ST
390,MID,I,29,L,3,13,S,2 AVE EXT S,NS,S JACKSON ST
390,MID,I,62,L,0,2,S,2 AVE EXT S,NS,S JACKSON ST
390,MID,I,121,L,3,4,S,2 AVE EXT S,NS,S JACKSON ST
390,MID,I,122,L,4,5,S,2 AVE EXT S,NS,S JACKSON ST
390,MID,I,179,L,2,5,S,2 AVE EXT S,NS,S JACKSON ST
390,MID,I,301,E,1,8,S,2 AVE EXT S,NS,S JACKSON ST
390,MID,I,312,E,0,4,S,2 AVE EXT S,NS,S JACKSON ST
390,MID,I,522,E,7,80,S,2 AVE EXT S,NS,S JACKSON ST
390,MID,O,177,L,5,1,S,2 AVE EXT S,NS,S JACKSON ST
390,PM,I,62,L,3,24,S,2 AVE EXT S,NS,S JACKSON ST
390,PM,I,301,L,0,4,S,2 AVE EXT S,NS,S JACKSON ST
390,PM,I,522,E,5,37,S,2 AVE EXT S,NS,S JACKSON ST
390,PM,O,143,E,9,12,S,2 AVE EXT S,NS,S JACKSON ST
390,PM,O,152,L,15,23,S,2 AVE EXT S,NS,S JACKSON ST
390,PM,O,157,L,7,14,S,2 AVE EXT S,NS,S JACKSON ST
390,PM,O,158,L,14,11,S,2 AVE EXT S,NS,S JACKSON ST
390,PM,O,159,L,4,7,S,2 AVE EXT S,NS,S JACKSON ST
390,PM,O,161,L,13,7,S,2 AVE EXT S,NS,S JACKSON ST
390,PM,O,177,L,24,26,S,2 AVE EXT S,NS,S JACKSON ST
390,PM,O,178,L,27,22,S,2 AVE EXT S,NS,S JACKSON ST
390,PM,O,179,L,23,14,S,2 AVE EXT S,NS,S JACKSON ST
390,PM,O,190,L,12,13,S,2 AVE EXT S,NS,S JACKSON ST
390,PM,O,192,L,8,7,S,2 AVE EXT S,NS,S JACKSON ST
390,PM,O,994,E,0,0,S,2 AVE EXT S,NS,S JACKSON ST
390,XEV,I,121,L,1,1,S,2 AVE EXT S,NS,S JACKSON ST
390,XEV,I,522,E,10,27,S,2 AVE EXT S,NS,S JACKSON ST
390,XEV,O,158,L,3,0,S,2 AVE EXT S,NS,S JACKSON ST
390,XEV,O,177,L,7,1,S,2 AVE EXT S,NS,S JACKSON ST
390,XEV,O,178,L,3,0,S,2 AVE EXT S,NS,S JACKSON ST
390,XEV,O,179,L,3,0,S,2 AVE EXT S,NS,S JACKSON ST
390,XNT,I,71,L,2,4,S,2 AVE EXT S,NS,S JACKSON ST
390,XNT,I,72,L,2,3,S,2 AVE EXT S,NS,S JACKSON ST
390,XNT,I,73,L,0,1,S,2 AVE EXT S,NS,S JACKSON ST
390,XNT,I,83,L,0,1,S,2 AVE EXT S,NS,S JACKSON ST
390,XNT,I,522,E,6,12,S,2 AVE EXT S,NS,S JACKSON ST
390,XNT,O,106,L,0,0,S,2 AVE EXT S,NS,S JACKSON ST
390,XNT,O,150,L,1,0,S,2 AVE EXT S,NS,S JACKSON ST
400,AAM,I,2,L,4,5,S,3RD AVE,FS,BELL ST
400,AAM,I,4,L,1,1,S,3RD AVE,FS,BELL ST
400,AAM,I,16,L,2,3,S,3RD AVE,FS,BELL ST
400,AAM,I,28,E,0,1,S,3RD AVE,FS,BELL ST
400,AAM,I,40,L,1,1,S,3RD AVE,FS,BELL ST
400,AAM,I,358,E,3,6,S,3RD AVE,FS,BELL ST
400,AAM,O,14,L,1,0,S,3RD AVE,FS,BELL ST
400,AAM,O,21,L,3,2,S,3RD AVE,FS,BELL ST
400,AAM,O,27,L,2,0,S,3RD AVE,FS,BELL ST
400,AAM,O,124,L,12,1,S,3RD AVE,FS,BELL ST
400,AAM,O,131,L,2,2,S,3RD AVE,FS,BELL ST
400,AAM,O,132,L,7,0,S,3RD AVE,FS,BELL ST
400,AAM,O,673,L,4,2,S,3RD AVE,FS,BELL ST
400,AM,I,1,L,1,4,S,3RD AVE,FS,BELL ST
400,AM,I,2,L,15,11,S,3RD AVE,FS,BELL ST
400,AM,I,3,L,19,8,S,3RD AVE,FS,BELL ST
400,AM,I,4,L,32,9,S,3RD AVE,FS,BELL ST
400,AM,I,5,E,7,15,S,3RD AVE,FS,BELL ST
400,AM,I,13,L,27,15,S,3RD AVE,FS,BELL ST
400,AM,I,15,E,10,32,S,3RD AVE,FS,BELL ST
400,AM,I,16,L,6,13,S,3RD AVE,FS,BELL ST
400,AM,I,17,E,5,19,S,3RD AVE,FS,BELL ST
400,AM,I,18,E,8,27,S,3RD AVE,FS,BELL ST
400,AM,I,19,L,1,1,S,3RD AVE,FS,BELL ST
400,AM,I,26,E,10,54,S,3RD AVE,FS,BELL ST
400,AM,I,28,E,11,37,S,3RD AVE,FS,BELL ST
400,AM,I,28,L,1,1,S,3RD AVE,FS,BELL ST
400,AM,I,33,L,0,3,S,3RD AVE,FS,BELL ST
400,AM,I,40,L,13,15,S,3RD AVE,FS,BELL ST
400,AM,I,358,E,30,70,S,3RD AVE,FS,BELL ST
400,AM,O,14,L,10,8,S,3RD AVE,FS,BELL ST
400,AM,O,21,L,27,30,S,3RD AVE,FS,BELL ST
400,AM,O,27,L,6,14,S,3RD AVE,FS,BELL ST
400,AM,O,124,L,27,31,S,3RD AVE,FS,BELL ST
400,AM,O,131,L,18,20,S,3RD AVE,FS,BELL ST
400,AM,O,132,L,22,14,S,3RD AVE,FS,BELL ST
400,AM,O,673,L,28,52,S,3RD AVE,FS,BELL ST
400,MID,I,1,L,3,3,S,3RD AVE,FS,BELL ST
400,MID,I,2,L,48,30,S,3RD AVE,FS,BELL ST
400,MID,I,3,L,62,13,S,3RD AVE,FS,BELL ST
400,MID,I,4,L,54,16,S,3RD AVE,FS,BELL ST
400,MID,I,13,L,39,25,S,3RD AVE,FS,BELL ST
400,MID,I,16,L,27,38,S,3RD AVE,FS,BELL ST
400,MID,I,28,E,1,3,S,3RD AVE,FS,BELL ST
400,MID,I,40,L,50,50,S,3RD AVE,FS,BELL ST
400,MID,I,358,E,50,103,S,3RD AVE,FS,BELL ST
400,MID,I,674,L,1,2,S,3RD AVE,FS,BELL ST
400,MID,O,14,L,41,15,S,3RD AVE,FS,BELL ST
400,MID,O,21,L,59,50,S,3RD AVE,FS,BELL ST
400,MID,O,27,L,31,14,S,3RD AVE,FS,BELL ST
400,MID,O,56,E,3,0,S,3RD AVE,FS,BELL ST
400,MID,O,116,E,1,0,S,3RD AVE,FS,BELL ST
400,MID,O,118,E,2,0,S,3RD AVE,FS,BELL ST
400,MID,O,124,L,42,18,S,3RD AVE,FS,BELL ST
400,MID,O,131,L,29,24,S,3RD AVE,FS,BELL ST
400,MID,O,132,L,36,23,S,3RD AVE,FS,BELL ST
400,MID,O,673,L,73,74,S,3RD AVE,FS,BELL ST
400,PM,I,2,L,24,23,S,3RD AVE,FS,BELL ST
400,PM,I,3,L,26,9,S,3RD AVE,FS,BELL ST
400,PM,I,4,L,21,10,S,3RD AVE,FS,BELL ST
400,PM,I,13,L,28,22,S,3RD AVE,FS,BELL ST
400,PM,I,16,L,10,16,S,3RD AVE,FS,BELL ST
400,PM,I,40,L,11,31,S,3RD AVE,FS,BELL ST
400,PM,I,358,E,13,43,S,3RD AVE,FS,BELL ST
400,PM,O,7,E,11,0,S,3RD AVE,FS,BELL ST
400,PM,O,14,L,34,17,S,3RD AVE,FS,BELL ST
400,PM,O,21,L,20,28,S,3RD AVE,FS,BELL ST
400,PM,O,27,L,16,19,S,3RD AVE,FS,BELL ST
400,PM,O,55,L,20,0,S,3RD AVE,FS,BELL ST
400,PM,O,56,E,28,0,S,3RD AVE,FS,BELL ST
400,PM,O,57,L,15,0,S,3RD AVE,FS,BELL ST
400,PM,O,116,E,12,1,S,3RD AVE,FS,BELL ST
400,PM,O,118,E,2,0,S,3RD AVE,FS,BELL ST
400,PM,O,119,E,2,0,S,3RD AVE,FS,BELL ST
400,PM,O,124,L,28,14,S,3RD AVE,FS,BELL ST
400,PM,O,131,L,17,17,S,3RD AVE,FS,BELL ST
400,PM,O,132,L,22,18,S,3RD AVE,FS,BELL ST
400,PM,O,673,L,102,64,S,3RD AVE,FS,BELL ST
400,XEV,I,1,L,1,1,S,3RD AVE,FS,BELL ST
400,XEV,I,2,L,15,8,S,3RD AVE,FS,BELL ST
400,XEV,I,3,L,18,5,S,3RD AVE,FS,BELL ST
400,XEV,I,4,L,14,7,S,3RD AVE,FS,BELL ST
400,XEV,I,13,L,9,14,S,3RD AVE,FS,BELL ST
400,XEV,I,16,L,7,16,S,3RD AVE,FS,BELL ST
400,XEV,I,40,L,6,25,S,3RD AVE,FS,BELL ST
400,XEV,I,358,E,8,24,S,3RD AVE,FS,BELL ST
400,XEV,O,14,L,9,9,S,3RD AVE,FS,BELL ST
400,XEV,O,21,L,13,16,S,3RD AVE,FS,BELL ST
400,XEV,O,27,L,5,3,S,3RD AVE,FS,BELL ST
400,XEV,O,56,E,8,0,S,3RD AVE,FS,BELL ST
400,XEV,O,124,L,12,5,S,3RD AVE,FS,BELL ST
400,XEV,O,131,L,12,11,S,3RD AVE,FS,BELL ST
400,XEV,O,132,L,11,11,S,3RD AVE,FS,BELL ST
400,XEV,O,673,L,42,34,S,3RD AVE,FS,BELL ST
400,XNT,I,2,L,9,7,S,3RD AVE,FS,BELL ST
400,XNT,I,3,L,5,1,S,3RD AVE,FS,BELL ST
400,XNT,I,4,L,9,3,S,3RD AVE,FS,BELL ST
400,XNT,I,13,L,6,5,S,3RD AVE,FS,BELL ST
400,XNT,I,16,L,3,6,S,3RD AVE,FS,BELL ST
400,XNT,I,24,L,1,1,S,3RD AVE,FS,BELL ST
400,XNT,I,26,L,0,2,S,3RD AVE,FS,BELL ST
400,XNT,I,28,L,0,1,S,3RD AVE,FS,BELL ST
400,XNT,I,33,L,0,0,S,3RD AVE,FS,BELL ST
400,XNT,I,40,L,4,9,S,3RD AVE,FS,BELL ST
400,XNT,I,82,L,0,0,S,3RD AVE,FS,BELL ST
400,XNT,I,358,E,5,14,S,3RD AVE,FS,BELL ST
400,XNT,I,674,L,0,1,S,3RD AVE,FS,BELL ST
400,XNT,O,14,L,5,3,S,3RD AVE,FS,BELL ST
400,XNT,O,21,L,5,11,S,3RD AVE,FS,BELL ST
400,XNT,O,27,L,1,0,S,3RD AVE,FS,BELL ST
400,XNT,O,124,L,11,0,S,3RD AVE,FS,BELL ST
400,XNT,O,131,L,6,3,S,3RD AVE,FS,BELL ST
400,XNT,O,132,L,9,3,S,3RD AVE,FS,BELL ST
400,XNT,O,673,L,22,17,S,3RD AVE,FS,BELL ST
420,AAM,I,2,L,2,1,S,3RD AVE,NS,VIRGINIA ST
420,AAM,I,4,L,0,1,S,3RD AVE,NS,VIRGINIA ST
420,AAM,I,16,L,1,2,S,3RD AVE,NS,VIRGINIA ST
420,AAM,I,28,E,0,6,S,3RD AVE,NS,VIRGINIA ST
420,AAM,I,40,L,0,1,S,3RD AVE,NS,VIRGINIA ST
420,AAM,I,358,E,2,19,S,3RD AVE,NS,VIRGINIA ST
420,AAM,O,14,L,0,2,S,3RD AVE,NS,VIRGINIA ST
420,AAM,O,21,L,2,9,S,3RD AVE,NS,VIRGINIA ST
420,AAM,O,27,L,0,4,S,3RD AVE,NS,VIRGINIA ST
420,AAM,O,120,L,4,1,S,3RD AVE,NS,VIRGINIA ST
420,AAM,O,124,L,4,2,S,3RD AVE,NS,VIRGINIA ST
420,AAM,O,131,L,1,0,S,3RD AVE,NS,VIRGINIA ST
420,AAM,O,132,L,2,2,S,3RD AVE,NS,VIRGINIA ST
420,AAM,O,673,L,1,7,S,3RD AVE,NS,VIRGINIA ST
420,AM,I,1,L,0,7,S,3RD AVE,NS,VIRGINIA ST
420,AM,I,2,L,4,16,S,3RD AVE,NS,VIRGINIA ST
420,AM,I,3,L,11,17,S,3RD AVE,NS,VIRGINIA ST
420,AM,I,4,L,16,22,S,3RD AVE,NS,VIRGINIA ST
420,AM,I,5,E,2,37,S,3RD AVE,NS,VIRGINIA ST
420,AM,I,13,L,7,21,S,3RD AVE,NS,VIRGINIA ST
420,AM,I,15,E,5,68,S,3RD AVE,NS,VIRGINIA ST
420,AM,I,16,L,2,19,S,3RD AVE,NS,VIRGINIA ST
420,AM,I,17,E,2,35,S,3RD AVE,NS,VIRGINIA ST
420,AM,I,18,E,3,42,S,3RD AVE,NS,VIRGINIA ST
420,AM,I,19,L,0,3,S,3RD AVE,NS,VIRGINIA ST
420,AM,I,26,E,2,42,S,3RD AVE,NS,VIRGINIA ST
420,AM,I,28,E,3,53,S,3RD AVE,NS,VIRGINIA ST
420,AM,I,28,L,1,2,S,3RD AVE,NS,VIRGINIA ST
420,AM,I,33,L,0,4,S,3RD AVE,NS,VIRGINIA ST
420,AM,I,40,L,3,14,S,3RD AVE,NS,VIRGINIA ST
420,AM,I,358,E,7,93,S,3RD AVE,NS,VIRGINIA ST
420,AM,O,14,L,4,20,S,3RD AVE,NS,VIRGINIA ST
420,AM,O,21,L,13,57,S,3RD AVE,NS,VIRGINIA ST
420,AM,O,27,L,3,22,S,3RD AVE,NS,VIRGINIA ST
420,AM,O,120,L,25,5,S,3RD AVE,NS,VIRGINIA ST
420,AM,O,124,L,9,41,S,3RD AVE,NS,VIRGINIA ST
420,AM,O,131,L,11,16,S,3RD AVE,NS,VIRGINIA ST
420,AM,O,132,L,11,17,S,3RD AVE,NS,VIRGINIA ST
420,AM,O,673,L,11,114,S,3RD AVE,NS,VIRGINIA ST
420,MID,I,1,L,1,7,S,3RD AVE,NS,VIRGINIA ST
420,MID,I,2,L,30,33,S,3RD AVE,NS,VIRGINIA ST
420,MID,I,3,L,48,24,S,3RD AVE,NS,VIRGINIA ST
420,MID,I,4,L,41,26,S,3RD AVE,NS,VIRGINIA ST
420,MID,I,13,L,23,30,S,3RD AVE,NS,VIRGINIA ST
420,MID,I,16,L,12,51,S,3RD AVE,NS,VIRGINIA ST
420,MID,I,28,E,0,5,S,3RD AVE,NS,VIRGINIA ST
420,MID,I,40,L,28,50,S,3RD AVE,NS,VIRGINIA ST
420,MID,I,358,E,36,146,S,3RD AVE,NS,VIRGINIA ST
420,MID,I,674,L,1,4,S,3RD AVE,NS,VIRGINIA ST
420,MID,O,14,L,40,27,S,3RD AVE,NS,VIRGINIA ST
420,MID,O,21,L,40,86,S,3RD AVE,NS,VIRGINIA ST
420,MID,O,27,L,23,24,S,3RD AVE,NS,VIRGINIA ST
420,MID,O,56,E,2,0,S,3RD AVE,NS,VIRGINIA ST
420,MID,O,116,E,1,0,S,3RD AVE,NS,VIRGINIA ST
420,MID,O,118,E,0,1,S,3RD AVE,NS,VIRGINIA ST
420,MID,O,120,L,109,18,S,3RD AVE,NS,VIRGINIA ST
420,MID,O,124,L,30,39,S,3RD AVE,NS,VIRGINIA ST
420,MID,O,131,L,25,19,S,3RD AVE,NS,VIRGINIA ST
420,MID,O,132,L,26,34,S,3RD AVE,NS,VIRGINIA ST
420,MID,O,673,L,45,154,S,3RD AVE,NS,VIRGINIA ST
420,PM,I,2,L,14,25,S,3RD AVE,NS,VIRGINIA ST
420,PM,I,3,L,24,21,S,3RD AVE,NS,VIRGINIA ST
420,PM,I,4,L,17,22,S,3RD AVE,NS,VIRGINIA ST
420,PM,I,13,L,18,40,S,3RD AVE,NS,VIRGINIA ST
420,PM,I,16,L,6,23,S,3RD AVE,NS,VIRGINIA ST
420,PM,I,40,L,8,29,S,3RD AVE,NS,VIRGINIA ST
420,PM,I,358,E,8,48,S,3RD AVE,NS,VIRGINIA ST
420,PM,O,7,E,8,1,S,3RD AVE,NS,VIRGINIA ST
420,PM,O,14,L,26,26,S,3RD AVE,NS,VIRGINIA ST
420,PM,O,21,E,52,0,S,3RD AVE,NS,VIRGINIA ST
420,PM,O,21,L,17,41,S,3RD AVE,NS,VIRGINIA ST
420,PM,O,27,L,12,31,S,3RD AVE,NS,VIRGINIA ST
420,PM,O,55,L,15,2,S,3RD AVE,NS,VIRGINIA ST
420,PM,O,56,E,22,1,S,3RD AVE,NS,VIRGINIA ST
420,PM,O,57,L,12,1,S,3RD AVE,NS,VIRGINIA ST
420,PM,O,116,E,9,1,S,3RD AVE,NS,VIRGINIA ST
420,PM,O,118,E,1,0,S,3RD AVE,NS,VIRGINIA ST
420,PM,O,119,E,1,1,S,3RD AVE,NS,VIRGINIA ST
420,PM,O,120,L,174,8,S,3RD AVE,NS,VIRGINIA ST
420,PM,O,124,L,16,29,S,3RD AVE,NS,VIRGINIA ST
420,PM,O,131,L,14,18,S,3RD AVE,NS,VIRGINIA ST
420,PM,O,132,L,15,19,S,3RD AVE,NS,VIRGINIA ST
420,PM,O,673,L,82,114,S,3RD AVE,NS,VIRGINIA ST
420,XEV,I,1,L,0,0,S,3RD AVE,NS,VIRGINIA ST
420,XEV,I,2,L,6,10,S,3RD AVE,NS,VIRGINIA ST
420,XEV,I,3,L,9,5,S,3RD AVE,NS,VIRGINIA ST
420,XEV,I,4,L,13,6,S,3RD AVE,NS,VIRGINIA ST
420,XEV,I,13,L,5,14,S,3RD AVE,NS,VIRGINIA ST
420,XEV,I,16,L,3,10,S,3RD AVE,NS,VIRGINIA ST
420,XEV,I,40,L,3,14,S,3RD AVE,NS,VIRGINIA ST
420,XEV,I,358,E,8,29,S,3RD AVE,NS,VIRGINIA ST
420,XEV,O,14,L,7,6,S,3RD AVE,NS,VIRGINIA ST
420,XEV,O,21,L,11,14,S,3RD AVE,NS,VIRGINIA ST
420,XEV,O,27,L,5,4,S,3RD AVE,NS,VIRGINIA ST
420,XEV,O,56,E,6,0,S,3RD AVE,NS,VIRGINIA ST
420,XEV,O,120,L,59,4,S,3RD AVE,NS,VIRGINIA ST
420,XEV,O,124,L,9,5,S,3RD AVE,NS,VIRGINIA ST
420,XEV,O,131,L,13,11,S,3RD AVE,NS,VIRGINIA ST
420,XEV,O,132,L,7,6,S,3RD AVE,NS,VIRGINIA ST
420,XEV,O,673,L,39,36,S,3RD AVE,NS,VIRGINIA ST
420,XNT,I,2,L,5,9,S,3RD AVE,NS,VIRGINIA ST
420,XNT,I,3,L,3,1,S,3RD AVE,NS,VIRGINIA ST
420,XNT,I,4,L,5,4,S,3RD AVE,NS,VIRGINIA ST
420,XNT,I,13,L,1,4,S,3RD AVE,NS,VIRGINIA ST
420,XNT,I,16,L,1,6,S,3RD AVE,NS,VIRGINIA ST
420,XNT,I,24,L,0,0,S,3RD AVE,NS,VIRGINIA ST
420,XNT,I,26,L,0,2,S,3RD AVE,NS,VIRGINIA ST
420,XNT,I,28,L,0,0,S,3RD AVE,NS,VIRGINIA ST
420,XNT,I,33,L,0,1,S,3RD AVE,NS,VIRGINIA ST
420,XNT,I,40,L,2,4,S,3RD AVE,NS,VIRGINIA ST
420,XNT,I,82,L,2,3,S,3RD AVE,NS,VIRGINIA ST
420,XNT,I,358,E,1,10,S,3RD AVE,NS,VIRGINIA ST
420,XNT,I,674,L,0,1,S,3RD AVE,NS,VIRGINIA ST
420,XNT,O,14,L,3,2,S,3RD AVE,NS,VIRGINIA ST
420,XNT,O,21,L,5,7,S,3RD AVE,NS,VIRGINIA ST
420,XNT,O,27,L,1,1,S,3RD AVE,NS,VIRGINIA ST
420,XNT,O,120,L,51,1,S,3RD AVE,NS,VIRGINIA ST
420,XNT,O,124,L,7,1,S,3RD AVE,NS,VIRGINIA ST
420,XNT,O,131,L,8,1,S,3RD AVE,NS,VIRGINIA ST
420,XNT,O,132,L,8,2,S,3RD AVE,NS,VIRGINIA ST
420,XNT,O,673,L,22,15,S,3RD AVE,NS,VIRGINIA ST
430,AAM,I,2,L,2,10,S,3RD AVE,NS,PINE ST
430,AAM,I,4,L,2,13,S,3RD AVE,NS,PINE ST
430,AAM,I,16,L,0,14,S,3RD AVE,NS,PINE ST
430,AAM,I,40,L,0,6,S,3RD AVE,NS,PINE ST
430,AAM,O,2,L,3,0,S,3RD AVE,NS,PINE ST
430,AAM,O,3,L,6,0,S,3RD AVE,NS,PINE ST
430,AAM,O,14,L,1,8,S,3RD AVE,NS,PINE ST
430,AAM,O,27,L,1,7,S,3RD AVE,NS,PINE ST
430,AAM,O,36,L,6,1,S,3RD AVE,NS,PINE ST
430,AM,I,1,L,1,20,S,3RD AVE,NS,PINE ST
430,AM,I,2,L,27,81,S,3RD AVE,NS,PINE ST
430,AM,I,3,L,40,61,S,3RD AVE,NS,PINE ST
430,AM,I,4,L,61,79,S,3RD AVE,NS,PINE ST
430,AM,I,13,L,37,103,S,3RD AVE,NS,PINE ST
430,AM,I,16,L,5,72,S,3RD AVE,NS,PINE ST
430,AM,I,25,L,1,8,S,3RD AVE,NS,PINE ST
430,AM,I,33,L,2,17,S,3RD AVE,NS,PINE ST
430,AM,I,40,L,10,50,S,3RD AVE,NS,PINE ST
430,AM,I,66,E,2,44,S,3RD AVE,NS,PINE ST
430,AM,I,70,L,6,60,S,3RD AVE,NS,PINE ST
430,AM,O,3,L,38,0,S,3RD AVE,NS,PINE ST
430,AM,O,4,L,14,0,S,3RD AVE,NS,PINE ST
430,AM,O,7,L,75,1,S,3RD AVE,NS,PINE ST
430,AM,O,14,L,20,79,S,3RD AVE,NS,PINE ST
430,AM,O,27,L,13,59,S,3RD AVE,NS,PINE ST
430,AM,O,36,L,79,2,S,3RD AVE,NS,PINE ST
430,MID,I,1,L,2,17,S,3RD AVE,NS,PINE ST
430,MID,I,2,L,87,131,S,3RD AVE,NS,PINE ST
430,MID,I,3,L,94,114,S,3RD AVE,NS,PINE ST
430,MID,I,4,L,101,111,S,3RD AVE,NS,PINE ST
430,MID,I,13,L,81,186,S,3RD AVE,NS,PINE ST
430,MID,I,16,L,15,189,S,3RD AVE,NS,PINE ST
430,MID,I,25,L,2,24,S,3RD AVE,NS,PINE ST
430,MID,I,40,L,21,216,S,3RD AVE,NS,PINE ST
430,MID,I,66,E,9,127,S,3RD AVE,NS,PINE ST
430,MID,I,70,L,27,207,S,3RD AVE,NS,PINE ST
430,MID,O,3,L,94,3,S,3RD AVE,NS,PINE ST
430,MID,O,4,L,95,3,S,3RD AVE,NS,PINE ST
430,MID,O,7,L,381,10,S,3RD AVE,NS,PINE ST
430,MID,O,14,L,60,129,S,3RD AVE,NS,PINE ST
430,MID,O,27,L,57,128,S,3RD AVE,NS,PINE ST
430,MID,O,36,L,352,8,S,3RD AVE,NS,PINE ST
430,PM,I,2,L,43,120,S,3RD AVE,NS,PINE ST
430,PM,I,3,L,58,94,S,3RD AVE,NS,PINE ST
430,PM,I,4,L,51,108,S,3RD AVE,NS,PINE ST
430,PM,I,13,L,49,199,S,3RD AVE,NS,PINE ST
430,PM,I,16,L,12,118,S,3RD AVE,NS,PINE ST
430,PM,I,25,L,1,17,S,3RD AVE,NS,PINE ST
430,PM,I,40,L,7,130,S,3RD AVE,NS,PINE ST
430,PM,I,66,E,8,90,S,3RD AVE,NS,PINE ST
430,PM,I,70,L,11,232,S,3RD AVE,NS,PINE ST
430,PM,O,2,L,3,0,S,3RD AVE,NS,PINE ST
430,PM,O,3,L,34,1,S,3RD AVE,NS,PINE ST
430,PM,O,4,L,36,0,S,3RD AVE,NS,PINE ST
430,PM,O,7,E,33,5,S,3RD AVE,NS,PINE ST
430,PM,O,7,L,206,6,S,3RD AVE,NS,PINE ST
430,PM,O,14,L,69,105,S,3RD AVE,NS,PINE ST
430,PM,O,27,L,48,110,S,3RD AVE,NS,PINE ST
430,PM,O,36,L,306,10,S,3RD AVE,NS,PINE ST
430,XEV,I,1,L,1,3,S,3RD AVE,NS,PINE ST
430,XEV,I,2,L,33,41,S,3RD AVE,NS,PINE ST
430,XEV,I,3,L,52,44,S,3RD AVE,NS,PINE ST
430,XEV,I,4,L,56,45,S,3RD AVE,NS,PINE ST
430,XEV,I,13,L,15,74,S,3RD AVE,NS,PINE ST
430,XEV,I,16,L,3,52,S,3RD AVE,NS,PINE ST
430,XEV,I,25,L,0,3,S,3RD AVE,NS,PINE ST
430,XEV,I,40,L,5,64,S,3RD AVE,NS,PINE ST
430,XEV,I,66,E,3,50,S,3RD AVE,NS,PINE ST
430,XEV,I,70,L,3,84,S,3RD AVE,NS,PINE ST
430,XEV,O,7,L,44,1,S,3RD AVE,NS,PINE ST
430,XEV,O,14,L,51,52,S,3RD AVE,NS,PINE ST
430,XEV,O,27,L,20,25,S,3RD AVE,NS,PINE ST
430,XEV,O,36,L,138,3,S,3RD AVE,NS,PINE ST
430,XNT,I,2,L,20,32,S,3RD AVE,NS,PINE ST
430,XNT,I,3,L,16,9,S,3RD AVE,NS,PINE ST
430,XNT,I,4,L,28,26,S,3RD AVE,NS,PINE ST
430,XNT,I,13,L,7,25,S,3RD AVE,NS,PINE ST
430,XNT,I,16,L,1,24,S,3RD AVE,NS,PINE ST
430,XNT,I,33,L,0,1,S,3RD AVE,NS,PINE ST
430,XNT,I,40,L,2,27,S,3RD AVE,NS,PINE ST
430,XNT,I,66,E,1,12,S,3RD AVE,NS,PINE ST
430,XNT,I,82,L,2,7,S,3RD AVE,NS,PINE ST
430,XNT,O,7,L,5,0,S,3RD AVE,NS,PINE ST
430,XNT,O,14,L,12,7,S,3RD AVE,NS,PINE ST
430,XNT,O,27,L,2,2,S,3RD AVE,NS,PINE ST
430,XNT,O,36,L,60,1,S,3RD AVE,NS,PINE ST
431,AAM,I,358,E,1,34,S,3RD AVE,NS,PIKE ST
431,AAM,O,21,L,6,23,S,3RD AVE,NS,PIKE ST
431,AAM,O,120,L,8,0,S,3RD AVE,NS,PIKE ST
431,AAM,O,124,L,21,7,S,3RD AVE,NS,PIKE ST
431,AAM,O,125,L,2,4,S,3RD AVE,NS,PIKE ST
431,AAM,O,131,L,10,5,S,3RD AVE,NS,PIKE ST
431,AAM,O,132,L,10,12,S,3RD AVE,NS,PIKE ST
431,AAM,O,673,L,10,45,S,3RD AVE,NS,PIKE ST
431,AM,I,5,E,4,108,S,3RD AVE,NS,PIKE ST
431,AM,I,15,E,5,136,S,3RD AVE,NS,PIKE ST
431,AM,I,17,E,4,100,S,3RD AVE,NS,PIKE ST
431,AM,I,18,E,5,136,S,3RD AVE,NS,PIKE ST
431,AM,I,19,L,0,11,S,3RD AVE,NS,PIKE ST
431,AM,I,26,E,3,128,S,3RD AVE,NS,PIKE ST
431,AM,I,28,E,5,171,S,3RD AVE,NS,PIKE ST
431,AM,I,28,L,1,15,S,3RD AVE,NS,PIKE ST
431,AM,I,358,E,15,327,S,3RD AVE,NS,PIKE ST
431,AM,O,21,L,58,158,S,3RD AVE,NS,PIKE ST
431,AM,O,120,L,65,2,S,3RD AVE,NS,PIKE ST
431,AM,O,124,L,100,140,S,3RD AVE,NS,PIKE ST
431,AM,O,125,L,65,40,S,3RD AVE,NS,PIKE ST
431,AM,O,131,L,66,100,S,3RD AVE,NS,PIKE ST
431,AM,O,132,L,80,82,S,3RD AVE,NS,PIKE ST
431,AM,O,673,L,75,326,S,3RD AVE,NS,PIKE ST
