Zone#,Period,InOut,Rte,Express or Local,OnsObs,OffsObs,Dir,OnStreet,Inter,CrossStreet
6150,XNT,I,5,L,0,2,S,AURORA AVE N,FS,MERCER ST
6150,XNT,I,358,E,0,3,S,AURORA AVE N,FS,MERCER ST
6175,AAM,I,5,L,0,8,S,AURORA AVE N,NS,DENNY WAY
6175,AAM,I,358,E,0,5,S,AURORA AVE N,NS,DENNY WAY
6175,AM,I,5,E,3,48,S,AURORA AVE N,NS,DENNY WAY
6175,AM,I,5,L,10,79,S,AURORA AVE N,NS,DENNY WAY
6175,AM,I,358,E,8,117,S,AURORA AVE N,NS,DENNY WAY
6175,MID,I,5,L,14,96,S,AURORA AVE N,NS,DENNY WAY
6175,MID,I,358,E,14,96,S,AURORA AVE N,NS,DENNY WAY
6175,PM,I,5,L,11,26,S,AURORA AVE N,NS,DENNY WAY
6175,PM,I,358,E,4,23,S,AURORA AVE N,NS,DENNY WAY
6175,XEV,I,5,L,2,20,S,AURORA AVE N,NS,DENNY WAY
6175,XEV,I,358,E,2,24,S,AURORA AVE N,NS,DENNY WAY
6175,XNT,I,5,L,1,5,S,AURORA AVE N,NS,DENNY WAY
6175,XNT,I,358,E,1,9,S,AURORA AVE N,NS,DENNY WAY
6220,AAM,O,26,L,0,0,N,7TH AVE,FS,BLANCHARD ST
6220,AAM,O,28,L,0,1,N,7TH AVE,FS,BLANCHARD ST
6220,AM,O,26,L,1,6,N,7TH AVE,FS,BLANCHARD ST
6220,AM,O,28,L,1,4,N,7TH AVE,FS,BLANCHARD ST
6220,MID,O,26,L,3,3,N,7TH AVE,FS,BLANCHARD ST
6220,MID,O,28,L,5,6,N,7TH AVE,FS,BLANCHARD ST
6220,PM,O,26,L,21,3,N,7TH AVE,FS,BLANCHARD ST
6220,PM,O,28,L,15,2,N,7TH AVE,FS,BLANCHARD ST
6220,XEV,O,26,L,9,2,N,7TH AVE,FS,BLANCHARD ST
6220,XEV,O,28,L,9,1,N,7TH AVE,FS,BLANCHARD ST
6220,XNT,O,26,L,1,1,N,7TH AVE,FS,BLANCHARD ST
6220,XNT,O,28,L,2,0,N,7TH AVE,FS,BLANCHARD ST
6235,AAM,O,5,L,0,1,N,AURORA AVE N,NS,DENNY WAY
6235,AAM,O,358,E,0,2,N,AURORA AVE N,NS,DENNY WAY
6235,AM,O,5,L,11,26,N,AURORA AVE N,NS,DENNY WAY
6235,AM,O,358,E,25,24,N,AURORA AVE N,NS,DENNY WAY
6235,MID,O,5,L,54,31,N,AURORA AVE N,NS,DENNY WAY
6235,MID,O,358,E,62,29,N,AURORA AVE N,NS,DENNY WAY
6235,PM,O,5,E,32,9,N,AURORA AVE N,NS,DENNY WAY
6235,PM,O,5,L,77,16,N,AURORA AVE N,NS,DENNY WAY
6235,PM,O,358,E,170,32,N,AURORA AVE N,NS,DENNY WAY
6235,XEV,O,5,L,51,13,N,AURORA AVE N,NS,DENNY WAY
6235,XEV,O,358,E,90,18,N,AURORA AVE N,NS,DENNY WAY
6235,XNT,O,5,L,25,5,N,AURORA AVE N,NS,DENNY WAY
6235,XNT,O,358,E,26,6,N,AURORA AVE N,NS,DENNY WAY
6240,AAM,O,26,L,2,0,N,DEXTER AVE N,FS,DENNY WAY
6240,AAM,O,28,L,0,0,N,DEXTER AVE N,FS,DENNY WAY
6240,AM,O,26,L,10,8,N,DEXTER AVE N,FS,DENNY WAY
6240,AM,O,28,L,11,7,N,DEXTER AVE N,FS,DENNY WAY
6240,MID,O,26,L,28,11,N,DEXTER AVE N,FS,DENNY WAY
6240,MID,O,28,L,27,11,N,DEXTER AVE N,FS,DENNY WAY
6240,PM,O,26,L,32,10,N,DEXTER AVE N,FS,DENNY WAY
6240,PM,O,28,L,38,8,N,DEXTER AVE N,FS,DENNY WAY
6240,XEV,O,26,L,34,5,N,DEXTER AVE N,FS,DENNY WAY
6240,XEV,O,28,L,27,6,N,DEXTER AVE N,FS,DENNY WAY
6240,XNT,O,26,L,10,2,N,DEXTER AVE N,FS,DENNY WAY
6240,XNT,O,28,L,6,2,N,DEXTER AVE N,FS,DENNY WAY
6250,AAM,O,5,L,0,0,N,AURORA AVE N,FS,THOMAS ST
6250,AM,O,5,L,1,4,N,AURORA AVE N,FS,THOMAS ST
6250,MID,O,5,L,2,7,N,AURORA AVE N,FS,THOMAS ST
6250,PM,O,5,L,7,2,N,AURORA AVE N,FS,THOMAS ST
6250,XEV,O,5,L,6,1,N,AURORA AVE N,FS,THOMAS ST
6250,XNT,O,5,L,1,0,N,AURORA AVE N,FS,THOMAS ST
6270,AAM,O,5,L,0,0,N,AURORA AVE N,NS,MERCER ST
6270,AAM,O,16,L,0,0,N,AURORA AVE N,NS,MERCER ST
6270,AAM,O,358,E,0,0,N,AURORA AVE N,NS,MERCER ST
6270,AM,O,5,L,1,11,N,AURORA AVE N,NS,MERCER ST
6270,AM,O,16,L,2,1,N,AURORA AVE N,NS,MERCER ST
6270,AM,O,358,E,5,17,N,AURORA AVE N,NS,MERCER ST
6270,MID,O,5,L,16,7,N,AURORA AVE N,NS,MERCER ST
6270,MID,O,16,L,5,2,N,AURORA AVE N,NS,MERCER ST
6270,MID,O,358,E,18,6,N,AURORA AVE N,NS,MERCER ST
6270,PM,O,5,L,37,5,N,AURORA AVE N,NS,MERCER ST
6270,PM,O,16,L,25,2,N,AURORA AVE N,NS,MERCER ST
6270,PM,O,26,E,15,3,N,AURORA AVE N,NS,MERCER ST
6270,PM,O,28,E,22,4,N,AURORA AVE N,NS,MERCER ST
6270,PM,O,358,E,76,16,N,AURORA AVE N,NS,MERCER ST
6270,XEV,O,5,L,20,3,N,AURORA AVE N,NS,MERCER ST
6270,XEV,O,16,L,13,1,N,AURORA AVE N,NS,MERCER ST
6270,XEV,O,26,E,2,1,N,AURORA AVE N,NS,MERCER ST
6270,XEV,O,28,E,6,2,N,AURORA AVE N,NS,MERCER ST
6270,XEV,O,358,E,28,4,N,AURORA AVE N,NS,MERCER ST
6270,XNT,O,5,L,7,2,N,AURORA AVE N,NS,MERCER ST
6270,XNT,O,16,L,5,1,N,AURORA AVE N,NS,MERCER ST
6270,XNT,O,358,E,8,0,N,AURORA AVE N,NS,MERCER ST
6290,AAM,O,5,L,0,0,N,AURORA AVE N,FS,PROSPECT ST
6290,AAM,O,16,L,0,0,N,AURORA AVE N,FS,PROSPECT ST
6290,AM,O,5,L,0,6,N,AURORA AVE N,FS,PROSPECT ST
6290,AM,O,16,L,0,0,N,AURORA AVE N,FS,PROSPECT ST
6290,MID,O,5,L,2,5,N,AURORA AVE N,FS,PROSPECT ST
6290,MID,O,16,L,1,1,N,AURORA AVE N,FS,PROSPECT ST
6290,PM,O,5,L,4,4,N,AURORA AVE N,FS,PROSPECT ST
6290,PM,O,16,L,1,0,N,AURORA AVE N,FS,PROSPECT ST
6290,XEV,O,5,L,2,2,N,AURORA AVE N,FS,PROSPECT ST
6290,XEV,O,16,L,1,0,N,AURORA AVE N,FS,PROSPECT ST
6290,XNT,O,5,L,1,2,N,AURORA AVE N,FS,PROSPECT ST
6290,XNT,O,16,L,0,0,N,AURORA AVE N,FS,PROSPECT ST
6300,AAM,O,5,L,1,0,N,AURORA AVE N,NS,GALER ST
6300,AAM,O,16,L,0,0,N,AURORA AVE N,NS,GALER ST
6300,AAM,O,358,E,0,0,N,AURORA AVE N,NS,GALER ST
6300,AM,O,5,L,2,9,N,AURORA AVE N,NS,GALER ST
6300,AM,O,16,L,5,3,N,AURORA AVE N,NS,GALER ST
6300,AM,O,358,E,4,14,N,AURORA AVE N,NS,GALER ST
6300,MID,O,5,L,7,11,N,AURORA AVE N,NS,GALER ST
6300,MID,O,16,L,6,5,N,AURORA AVE N,NS,GALER ST
6300,MID,O,358,E,14,11,N,AURORA AVE N,NS,GALER ST
6300,PM,O,5,L,4,10,N,AURORA AVE N,NS,GALER ST
6300,PM,O,16,L,5,3,N,AURORA AVE N,NS,GALER ST
6300,PM,O,358,E,30,35,N,AURORA AVE N,NS,GALER ST
6300,XEV,O,5,L,7,14,N,AURORA AVE N,NS,GALER ST
6300,XEV,O,16,L,2,7,N,AURORA AVE N,NS,GALER ST
6300,XEV,O,358,E,12,18,N,AURORA AVE N,NS,GALER ST
6300,XNT,O,5,L,2,5,N,AURORA AVE N,NS,GALER ST
6300,XNT,O,16,L,1,3,N,AURORA AVE N,NS,GALER ST
6300,XNT,O,358,E,2,4,N,AURORA AVE N,NS,GALER ST
6310,AAM,O,5,L,0,0,N,AURORA AVE N,NS,CROCKETT ST
6310,AAM,O,16,L,0,0,N,AURORA AVE N,NS,CROCKETT ST
6310,AM,O,5,L,0,0,N,AURORA AVE N,NS,CROCKETT ST
6310,AM,O,16,L,2,0,N,AURORA AVE N,NS,CROCKETT ST
6310,MID,O,5,L,1,3,N,AURORA AVE N,NS,CROCKETT ST
6310,MID,O,16,L,3,1,N,AURORA AVE N,NS,CROCKETT ST
6310,PM,O,5,L,1,6,N,AURORA AVE N,NS,CROCKETT ST
6310,PM,O,16,L,1,5,N,AURORA AVE N,NS,CROCKETT ST
6310,XEV,O,5,L,2,6,N,AURORA AVE N,NS,CROCKETT ST
6310,XEV,O,16,L,0,1,N,AURORA AVE N,NS,CROCKETT ST
6310,XNT,O,5,L,0,1,N,AURORA AVE N,NS,CROCKETT ST
6310,XNT,O,16,L,0,1,N,AURORA AVE N,NS,CROCKETT ST
6320,AAM,O,5,L,0,1,N,AURORA AVE N,NS,LYNN ST
6320,AAM,O,16,L,0,1,N,AURORA AVE N,NS,LYNN ST
6320,AAM,O,358,E,0,0,N,AURORA AVE N,NS,LYNN ST
6320,AM,O,5,L,2,2,N,AURORA AVE N,NS,LYNN ST
6320,AM,O,16,L,1,0,N,AURORA AVE N,NS,LYNN ST
6320,AM,O,358,E,5,7,N,AURORA AVE N,NS,LYNN ST
6320,MID,O,5,L,2,9,N,AURORA AVE N,NS,LYNN ST
6320,MID,O,16,L,2,5,N,AURORA AVE N,NS,LYNN ST
6320,MID,O,358,E,7,16,N,AURORA AVE N,NS,LYNN ST
6320,PM,O,5,L,1,5,N,AURORA AVE N,NS,LYNN ST
6320,PM,O,16,L,1,1,N,AURORA AVE N,NS,LYNN ST
6320,PM,O,358,E,5,17,N,AURORA AVE N,NS,LYNN ST
6320,XEV,O,5,L,1,6,N,AURORA AVE N,NS,LYNN ST
6320,XEV,O,16,L,0,2,N,AURORA AVE N,NS,LYNN ST
6320,XEV,O,358,E,3,13,N,AURORA AVE N,NS,LYNN ST
6320,XNT,O,5,L,1,4,N,AURORA AVE N,NS,LYNN ST
6320,XNT,O,16,L,0,1,N,AURORA AVE N,NS,LYNN ST
6320,XNT,O,358,E,2,2,N,AURORA AVE N,NS,LYNN ST
6330,AAM,O,5,L,0,0,N,AURORA AVE N,NS,HALLADAY ST
6330,AAM,O,16,L,0,0,N,AURORA AVE N,NS,HALLADAY ST
6330,AM,O,5,L,2,2,N,AURORA AVE N,NS,HALLADAY ST
6330,AM,O,16,L,3,1,N,AURORA AVE N,NS,HALLADAY ST
6330,MID,O,5,L,2,5,N,AURORA AVE N,NS,HALLADAY ST
6330,MID,O,16,L,4,2,N,AURORA AVE N,NS,HALLADAY ST
6330,PM,O,5,L,2,8,N,AURORA AVE N,NS,HALLADAY ST
6330,PM,O,16,L,1,2,N,AURORA AVE N,NS,HALLADAY ST
6330,XEV,O,5,L,2,5,N,AURORA AVE N,NS,HALLADAY ST
6330,XEV,O,16,L,1,3,N,AURORA AVE N,NS,HALLADAY ST
6330,XNT,O,5,L,1,3,N,AURORA AVE N,NS,HALLADAY ST
6330,XNT,O,16,L,1,2,N,AURORA AVE N,NS,HALLADAY ST
6340,AAM,O,5,L,0,0,N,AURORA AVE N,NS,N 38TH ST
6340,AM,O,5,L,5,19,N,AURORA AVE N,NS,N 38TH ST
6340,MID,O,5,L,10,46,N,AURORA AVE N,NS,N 38TH ST
6340,PM,O,5,L,12,72,N,AURORA AVE N,NS,N 38TH ST
6340,XEV,O,5,L,9,55,N,AURORA AVE N,NS,N 38TH ST
6340,XNT,O,5,L,2,15,N,AURORA AVE N,NS,N 38TH ST
6360,AAM,O,5,L,0,0,N,FREMONT AVE N,FS,N 39TH ST
6360,AM,O,5,L,5,5,N,FREMONT AVE N,FS,N 39TH ST
6360,MID,O,5,L,17,15,N,FREMONT AVE N,FS,N 39TH ST
6360,PM,O,5,L,23,36,N,FREMONT AVE N,FS,N 39TH ST
6360,XEV,O,5,L,14,23,N,FREMONT AVE N,FS,N 39TH ST
6360,XNT,O,5,L,8,8,N,FREMONT AVE N,FS,N 39TH ST
6380,AAM,O,5,L,0,0,N,FREMONT AVE N,FS,N 41ST ST
6380,AM,O,5,L,1,2,N,FREMONT AVE N,FS,N 41ST ST
6380,MID,O,5,L,3,8,N,FREMONT AVE N,FS,N 41ST ST
6380,PM,O,5,L,2,28,N,FREMONT AVE N,FS,N 41ST ST
6380,XEV,O,5,L,1,14,N,FREMONT AVE N,FS,N 41ST ST
6380,XNT,O,5,L,1,6,N,FREMONT AVE N,FS,N 41ST ST
6390,AAM,O,5,L,0,0,N,FREMONT AVE N,FS,N 42ND ST
6390,AM,O,5,L,1,1,N,FREMONT AVE N,FS,N 42ND ST
6390,MID,O,5,L,3,9,N,FREMONT AVE N,FS,N 42ND ST
6390,PM,O,5,L,2,18,N,FREMONT AVE N,FS,N 42ND ST
6390,XEV,O,5,L,1,11,N,FREMONT AVE N,FS,N 42ND ST
6390,XNT,O,5,L,0,3,N,FREMONT AVE N,FS,N 42ND ST
6400,AAM,O,5,L,0,0,W,N 43RD ST,FS,FREMONT AVE N
6400,AM,O,5,L,1,6,W,N 43RD ST,FS,FREMONT AVE N
6400,MID,O,5,L,8,25,W,N 43RD ST,FS,FREMONT AVE N
6400,PM,O,5,L,5,36,W,N 43RD ST,FS,FREMONT AVE N
6400,XEV,O,5,L,5,34,W,N 43RD ST,FS,FREMONT AVE N
6400,XNT,O,5,L,1,10,W,N 43RD ST,FS,FREMONT AVE N
6420,AAM,O,5,L,1,0,N,PHINNEY AVE N,FS,N 43RD ST
6420,AM,O,5,L,4,1,N,PHINNEY AVE N,FS,N 43RD ST
6420,MID,O,5,L,4,15,N,PHINNEY AVE N,FS,N 43RD ST
6420,PM,O,5,L,3,45,N,PHINNEY AVE N,FS,N 43RD ST
6420,XEV,O,5,L,2,28,N,PHINNEY AVE N,FS,N 43RD ST
6420,XNT,O,5,L,1,8,N,PHINNEY AVE N,FS,N 43RD ST
6440,AAM,O,5,L,0,1,N,PHINNEY AVE N,FS,N 46TH ST
6440,AM,O,5,L,17,6,N,PHINNEY AVE N,FS,N 46TH ST
6440,MID,O,5,L,74,28,N,PHINNEY AVE N,FS,N 46TH ST
6440,PM,O,5,E,13,85,N,PHINNEY AVE N,FS,N 46TH ST
6440,PM,O,5,L,43,29,N,PHINNEY AVE N,FS,N 46TH ST
6440,XEV,O,5,L,38,28,N,PHINNEY AVE N,FS,N 46TH ST
6440,XNT,O,5,L,16,11,N,PHINNEY AVE N,FS,N 46TH ST
6460,AAM,O,5,L,0,0,N,PHINNEY AVE N,NS,N 50TH ST
6460,AM,O,5,L,3,6,N,PHINNEY AVE N,NS,N 50TH ST
6460,MID,O,5,L,6,18,N,PHINNEY AVE N,NS,N 50TH ST
6460,PM,O,5,L,4,16,N,PHINNEY AVE N,NS,N 50TH ST
6460,XEV,O,5,L,3,17,N,PHINNEY AVE N,NS,N 50TH ST
6460,XNT,O,5,L,1,4,N,PHINNEY AVE N,NS,N 50TH ST
6480,AAM,O,5,L,0,0,N,PHINNEY AVE N,FS,N 53RD ST
6480,AM,O,5,L,0,2,N,PHINNEY AVE N,FS,N 53RD ST
6480,MID,O,5,L,1,10,N,PHINNEY AVE N,FS,N 53RD ST
6480,PM,O,5,L,1,5,N,PHINNEY AVE N,FS,N 53RD ST
6480,XEV,O,5,L,1,5,N,PHINNEY AVE N,FS,N 53RD ST
6480,XNT,O,5,L,0,1,N,PHINNEY AVE N,FS,N 53RD ST
6490,AAM,O,5,L,0,0,N,PHINNEY AVE N,NS,N 55TH ST
6490,AM,O,5,L,1,17,N,PHINNEY AVE N,NS,N 55TH ST
6490,MID,O,5,L,10,70,N,PHINNEY AVE N,NS,N 55TH ST
6490,PM,O,5,E,3,30,N,PHINNEY AVE N,NS,N 55TH ST
6490,PM,O,5,L,7,15,N,PHINNEY AVE N,NS,N 55TH ST
6490,XEV,O,5,L,4,23,N,PHINNEY AVE N,NS,N 55TH ST
6490,XNT,O,5,L,1,1,N,PHINNEY AVE N,NS,N 55TH ST
6510,AAM,O,5,L,0,0,N,PHINNEY AVE N,FS,N 58TH ST
6510,AM,O,5,L,2,5,N,PHINNEY AVE N,FS,N 58TH ST
6510,MID,O,5,L,5,19,N,PHINNEY AVE N,FS,N 58TH ST
6510,PM,O,5,L,2,20,N,PHINNEY AVE N,FS,N 58TH ST
6510,XEV,O,5,L,1,13,N,PHINNEY AVE N,FS,N 58TH ST
6510,XNT,O,5,L,0,4,N,PHINNEY AVE N,FS,N 58TH ST
6520,AAM,O,5,L,0,0,N,PHINNEY AVE N,FS,N 60TH ST
6520,AM,O,5,L,2,4,N,PHINNEY AVE N,FS,N 60TH ST
6520,MID,O,5,L,6,18,N,PHINNEY AVE N,FS,N 60TH ST
6520,PM,O,5,L,3,20,N,PHINNEY AVE N,FS,N 60TH ST
6520,XEV,O,5,L,4,19,N,PHINNEY AVE N,FS,N 60TH ST
6520,XNT,O,5,L,1,4,N,PHINNEY AVE N,FS,N 60TH ST
6540,AAM,O,5,L,0,0,N,PHINNEY AVE N,FS,N 64TH ST
6540,AM,O,5,L,3,4,N,PHINNEY AVE N,FS,N 64TH ST
6540,MID,O,5,L,5,19,N,PHINNEY AVE N,FS,N 64TH ST
6540,PM,O,5,E,2,32,N,PHINNEY AVE N,FS,N 64TH ST
6540,PM,O,5,L,2,20,N,PHINNEY AVE N,FS,N 64TH ST
6540,XEV,O,5,L,2,21,N,PHINNEY AVE N,FS,N 64TH ST
6540,XNT,O,5,L,1,7,N,PHINNEY AVE N,FS,N 64TH ST
6550,AAM,O,5,L,0,0,N,PHINNEY AVE N,NS,N 67TH ST
6550,AM,O,5,L,3,4,N,PHINNEY AVE N,NS,N 67TH ST
6550,MID,O,5,L,9,19,N,PHINNEY AVE N,NS,N 67TH ST
6550,PM,O,5,E,2,24,N,PHINNEY AVE N,NS,N 67TH ST
6550,PM,O,5,L,3,13,N,PHINNEY AVE N,NS,N 67TH ST
6550,XEV,O,5,E,0,4,N,PHINNEY AVE N,NS,N 67TH ST
6550,XEV,O,5,L,3,17,N,PHINNEY AVE N,NS,N 67TH ST
6550,XNT,O,5,L,1,3,N,PHINNEY AVE N,NS,N 67TH ST
6565,AAM,O,5,L,0,0,N,GREENWOOD AVE N,FS,N 68TH ST
6565,AM,O,5,L,1,3,N,GREENWOOD AVE N,FS,N 68TH ST
6565,MID,O,5,L,4,12,N,GREENWOOD AVE N,FS,N 68TH ST
6565,PM,O,5,L,2,11,N,GREENWOOD AVE N,FS,N 68TH ST
6565,XEV,O,5,L,2,9,N,GREENWOOD AVE N,FS,N 68TH ST
6565,XNT,O,5,L,1,2,N,GREENWOOD AVE N,FS,N 68TH ST
6580,AAM,O,5,L,0,0,N,GREENWOOD AVE N,FS,N 72ND ST
6580,AM,O,5,L,4,5,N,GREENWOOD AVE N,FS,N 72ND ST
6580,MID,O,5,L,7,20,N,GREENWOOD AVE N,FS,N 72ND ST
6580,PM,O,5,E,1,23,N,GREENWOOD AVE N,FS,N 72ND ST
6580,PM,O,5,L,4,28,N,GREENWOOD AVE N,FS,N 72ND ST
6580,XEV,O,5,E,0,4,N,GREENWOOD AVE N,FS,N 72ND ST
6580,XEV,O,5,L,4,30,N,GREENWOOD AVE N,FS,N 72ND ST
6580,XNT,O,5,L,1,7,N,GREENWOOD AVE N,FS,N 72ND ST
6590,AAM,O,5,L,0,0,N,GREENWOOD AVE N,FS,N 75TH ST
6590,AM,O,5,L,4,2,N,GREENWOOD AVE N,FS,N 75TH ST
6590,MID,O,5,L,7,14,N,GREENWOOD AVE N,FS,N 75TH ST
6590,PM,O,5,E,1,16,N,GREENWOOD AVE N,FS,N 75TH ST
6590,PM,O,5,L,3,15,N,GREENWOOD AVE N,FS,N 75TH ST
6590,XEV,O,5,E,0,2,N,GREENWOOD AVE N,FS,N 75TH ST
6590,XEV,O,5,L,3,16,N,GREENWOOD AVE N,FS,N 75TH ST
6590,XNT,O,5,L,1,6,N,GREENWOOD AVE N,FS,N 75TH ST
6600,AAM,O,5,L,0,0,N,GREENWOOD AVE N,FS,N 77TH ST
6600,AM,O,5,L,1,2,N,GREENWOOD AVE N,FS,N 77TH ST
6600,MID,O,5,L,2,11,N,GREENWOOD AVE N,FS,N 77TH ST
6600,PM,O,5,E,0,11,N,GREENWOOD AVE N,FS,N 77TH ST
6600,PM,O,5,L,1,11,N,GREENWOOD AVE N,FS,N 77TH ST
6600,XEV,O,5,E,0,1,N,GREENWOOD AVE N,FS,N 77TH ST
6600,XEV,O,5,L,1,25,N,GREENWOOD AVE N,FS,N 77TH ST
6600,XNT,O,5,L,0,3,N,GREENWOOD AVE N,FS,N 77TH ST
6615,AAM,O,5,L,0,0,N,GREENWOOD AVE N,FS,N 80TH ST
6615,AM,O,5,L,2,8,N,GREENWOOD AVE N,FS,N 80TH ST
6615,MID,O,5,L,10,45,N,GREENWOOD AVE N,FS,N 80TH ST
6615,PM,O,5,E,1,20,N,GREENWOOD AVE N,FS,N 80TH ST
6615,PM,O,5,L,5,28,N,GREENWOOD AVE N,FS,N 80TH ST
6615,XEV,O,5,E,0,3,N,GREENWOOD AVE N,FS,N 80TH ST
6615,XEV,O,5,L,4,25,N,GREENWOOD AVE N,FS,N 80TH ST
6615,XNT,O,5,L,2,6,N,GREENWOOD AVE N,FS,N 80TH ST
6640,AAM,O,5,L,1,1,N,GREENWOOD AVE N,FS,N 85TH ST
6640,AM,O,5,L,11,25,N,GREENWOOD AVE N,FS,N 85TH ST
6640,MID,O,5,L,52,79,N,GREENWOOD AVE N,FS,N 85TH ST
6640,PM,O,5,E,2,33,N,GREENWOOD AVE N,FS,N 85TH ST
6640,PM,O,5,L,28,49,N,GREENWOOD AVE N,FS,N 85TH ST
6640,PM,O,355,E,16,32,N,GREENWOOD AVE N,FS,N 85TH ST
6640,XEV,O,5,E,0,4,N,GREENWOOD AVE N,FS,N 85TH ST
6640,XEV,O,5,L,26,54,N,GREENWOOD AVE N,FS,N 85TH ST
6640,XEV,O,355,E,2,3,N,GREENWOOD AVE N,FS,N 85TH ST
6640,XNT,O,5,L,12,17,N,GREENWOOD AVE N,FS,N 85TH ST
6650,AAM,O,5,L,0,0,N,GREENWOOD AVE N,FS,N 87TH ST
6650,AM,O,5,L,11,8,N,GREENWOOD AVE N,FS,N 87TH ST
6650,MID,O,5,L,52,40,N,GREENWOOD AVE N,FS,N 87TH ST
6650,PM,O,5,E,1,26,N,GREENWOOD AVE N,FS,N 87TH ST
6650,PM,O,5,L,42,35,N,GREENWOOD AVE N,FS,N 87TH ST
6650,PM,O,355,E,17,21,N,GREENWOOD AVE N,FS,N 87TH ST
6650,XEV,O,5,E,1,3,N,GREENWOOD AVE N,FS,N 87TH ST
6650,XEV,O,5,L,30,29,N,GREENWOOD AVE N,FS,N 87TH ST
6650,XEV,O,355,E,6,4,N,GREENWOOD AVE N,FS,N 87TH ST
6650,XNT,O,5,L,16,13,N,GREENWOOD AVE N,FS,N 87TH ST
6651,PM,O,5,E,0,7,W,N 90TH ST,FS,GREENWOOD AVE N
6651,XEV,O,5,E,0,1,W,N 90TH ST,FS,GREENWOOD AVE N
6652,AM,I,5,E,11,0,W,NW 90TH ST,FS,1ST AVE NW
6652,AM,I,48,L,1,0,W,NW 90TH ST,FS,1ST AVE NW
6652,PM,O,5,E,14,24,W,NW 90TH ST,FS,1ST AVE NW
6652,XEV,O,5,E,5,9,W,NW 90TH ST,FS,1ST AVE NW
6653,AM,I,5,E,8,0,S,3RD AVE NW,FS,NW 89TH ST
6653,AM,I,48,L,0,0,S,3RD AVE NW,FS,NW 89TH ST
6660,AAM,O,5,L,0,0,N,GREENWOOD AVE N,FS,N 90TH ST
6660,AM,O,5,L,2,2,N,GREENWOOD AVE N,FS,N 90TH ST
6660,MID,O,5,L,14,18,N,GREENWOOD AVE N,FS,N 90TH ST
6660,PM,O,5,L,3,10,N,GREENWOOD AVE N,FS,N 90TH ST
6660,XEV,O,5,L,2,8,N,GREENWOOD AVE N,FS,N 90TH ST
6660,XNT,O,5,L,1,6,N,GREENWOOD AVE N,FS,N 90TH ST
6670,AAM,O,5,L,0,1,N,GREENWOOD AVE N,FS,N 92ND ST
6670,AM,O,5,L,3,1,N,GREENWOOD AVE N,FS,N 92ND ST
6670,MID,O,5,L,7,7,N,GREENWOOD AVE N,FS,N 92ND ST
6670,PM,O,5,L,4,11,N,GREENWOOD AVE N,FS,N 92ND ST
6670,XEV,O,5,L,2,12,N,GREENWOOD AVE N,FS,N 92ND ST
6670,XNT,O,5,L,1,7,N,GREENWOOD AVE N,FS,N 92ND ST
6685,AAM,O,5,L,0,0,N,GREENWOOD AVE N,NS,N 97TH ST
6685,AM,O,5,L,2,1,N,GREENWOOD AVE N,NS,N 97TH ST
6685,MID,O,5,L,6,11,N,GREENWOOD AVE N,NS,N 97TH ST
6685,PM,O,5,L,1,9,N,GREENWOOD AVE N,NS,N 97TH ST
6685,PM,O,355,E,1,15,N,GREENWOOD AVE N,NS,N 97TH ST
6685,XEV,O,5,L,1,10,N,GREENWOOD AVE N,NS,N 97TH ST
6685,XEV,O,355,E,0,3,N,GREENWOOD AVE N,NS,N 97TH ST
6685,XNT,O,5,L,0,4,N,GREENWOOD AVE N,NS,N 97TH ST
6693,AAM,O,5,L,0,0,N,GREENWOOD AVE N,FS,N 100TH ST
6693,AM,O,5,L,2,3,N,GREENWOOD AVE N,FS,N 100TH ST
6693,MID,O,5,L,3,8,N,GREENWOOD AVE N,FS,N 100TH ST
6693,PM,O,5,L,1,7,N,GREENWOOD AVE N,FS,N 100TH ST
6693,PM,O,355,E,1,9,N,GREENWOOD AVE N,FS,N 100TH ST
6693,XEV,O,5,L,1,8,N,GREENWOOD AVE N,FS,N 100TH ST
6693,XEV,O,355,E,0,2,N,GREENWOOD AVE N,FS,N 100TH ST
6693,XNT,O,5,L,0,4,N,GREENWOOD AVE N,FS,N 100TH ST
6710,AAM,O,5,L,0,0,N,GREENWOOD AVE N,FS,N 103RD ST
6710,AM,O,5,L,10,13,N,GREENWOOD AVE N,FS,N 103RD ST
6710,MID,O,5,L,25,64,N,GREENWOOD AVE N,FS,N 103RD ST
6710,PM,O,5,L,11,46,N,GREENWOOD AVE N,FS,N 103RD ST
6710,PM,O,355,E,4,24,N,GREENWOOD AVE N,FS,N 103RD ST
6710,XEV,O,5,L,6,36,N,GREENWOOD AVE N,FS,N 103RD ST
6710,XEV,O,355,E,0,1,N,GREENWOOD AVE N,FS,N 103RD ST
6710,XNT,O,5,L,1,16,N,GREENWOOD AVE N,FS,N 103RD ST
6730,AAM,O,5,L,0,1,N,GREENWOOD AVE N,FS,N 107TH ST
6730,AM,O,5,L,4,1,N,GREENWOOD AVE N,FS,N 107TH ST
6730,MID,O,5,L,12,10,N,GREENWOOD AVE N,FS,N 107TH ST
6730,PM,O,5,L,5,8,N,GREENWOOD AVE N,FS,N 107TH ST
6730,XEV,O,5,L,3,11,N,GREENWOOD AVE N,FS,N 107TH ST
6730,XNT,O,5,L,2,6,N,GREENWOOD AVE N,FS,N 107TH ST
6740,AAM,O,5,L,0,0,N,GREENWOOD AVE N,FS,N 110TH ST
6740,AM,O,5,L,1,1,N,GREENWOOD AVE N,FS,N 110TH ST
