Route,Part,Express/ Local,Inbound / Outbound,KeyBl,StTime,EndTime,Start of Route,End of Route,Load Factor,Average Load,Riders Per Revenue Hour,Revenue Miles,Revenue Hours,Seats on Bus,Bus Type,Day,Peak or Off Peak,1-Factor Fully Allocated Cost,Redundancy,,,,,,,OBJECTID ,District,Count_Stops,,,,,,,,,
,,,,,,,,,,,,# of Miles a bus is running in service,# of Hours a bus is running in service,,See Fleet Tab,,,,,,,,,,,1,Adams,33,Route #,Redundancy,,,,,,,
2,N,,I,217, 1:29 X, 1:55 X,7W  RAYE,5S  JAXN,0.14,6,25,4.290341,0.43,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,202, 4:30 AM, 4:58 AM,5S  JAXN,7W  RAYE,0.1,4,13,4.277083,0.47,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,201, 5:13 AM, 5:34 AM,3   PIKE,7W  RAYE,0.29,12,26,3.35625,0.35,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,205, 5:32 AM, 6:00 AM,5S  JAXN,7W  RAYE,0.19,8,24,4.277083,0.47,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,203, 6:00 AM, 6:22 AM,3   PIKE,7W  RAYE,0.26,11,22,3.35625,0.37,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,202, 6:30 AM, 6:52 AM,3   PIKE,7W  RAYE,0.48,20,44,3.35625,0.37,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,201, 7:00 AM, 7:22 AM,3   PIKE,7W  RAYE,0.31,13,33,3.35625,0.37,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,205, 7:29 AM, 7:54 AM,3   PIKE,7W  RAYE,0.86,36,58,3.35625,0.42,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,206, 7:43 AM, 8:08 AM,3   PIKE,7W  RAYE,0.9,38,74,3.35625,0.42,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,208, 8:12 AM, 8:37 AM,3   PIKE,7W  RAYE,0.64,27,43,3.35625,0.42,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,209, 8:38 AM, 9:01 AM,3   PIKE,7W  RAYE,0.69,29,63,3.35625,0.38,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,207, 8:57 AM, 9:20 AM,3   PIKE,7W  RAYE,0.62,26,47,3.35625,0.38,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,210, 9:17 AM, 9:40 AM,3   PIKE,7W  RAYE,0.6,25,39,3.35625,0.38,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,206, 9:47 AM,10:10 AM,3   PIKE,7W  RAYE,0.57,24,65,3.35625,0.38,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,208,10:17 AM,10:40 AM,3   PIKE,7W  RAYE,0.45,19,42,3.35625,0.38,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,202,10:48 AM,11:13 AM,3   PIKE,7W  RAYE,0.45,19,17,3.35625,0.42,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,213,11:18 AM,11:43 AM,3   PIKE,7W  RAYE,0.5,21,41,3.35625,0.42,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,211,11:48 AM,12:13 PM,3   PIKE,7W  RAYE,0.45,19,41,3.35625,0.42,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,203,12:18 PM,12:43 PM,3   PIKE,7W  RAYE,0.67,28,55,3.35625,0.42,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,209,12:48 PM, 1:13 PM,3   PIKE,7W  RAYE,0.52,22,62,3.35625,0.42,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,207, 1:18 PM, 1:43 PM,3   PIKE,7W  RAYE,0.64,27,72,3.35625,0.42,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,210, 1:48 PM, 2:13 PM,3   PIKE,7W  RAYE,0.6,25,65,3.35625,0.42,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,206, 2:18 PM, 2:43 PM,3   PIKE,7W  RAYE,0.67,28,86,3.35625,0.42,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,208, 2:48 PM, 3:14 PM,3   PIKE,7W  RAYE,0.81,34,95,3.35625,0.43,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,209, 3:03 PM, 3:29 PM,3   PIKE,7W  RAYE,0.48,20,55,3.35625,0.43,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,215, 3:18 PM, 3:52 PM,5S  JAXN,7W  RAYE,0.5,21,55,4.277083,0.57,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,216, 3:53 PM, 4:27 PM,5S  JAXN,7W  RAYE,0.64,27,79,4.277083,0.57,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,203, 4:43 PM, 5:09 PM,3   PIKE,7W  RAYE,0.62,26,51,3.35625,0.43,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,214, 5:09 PM, 5:37 PM,3   PIKE,7W  RAYE,0.83,35,51,3.35625,0.47,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,209, 5:28 PM, 5:57 PM,3   PIKE,7W  RAYE,0.83,35,77,3.35625,0.48,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,207, 6:02 PM, 6:31 PM,3   PIKE,7W  RAYE,0.71,30,62,3.35625,0.48,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,211, 6:32 PM, 6:58 PM,3   PIKE,7W  RAYE,0.52,22,55,3.35625,0.43,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,217, 7:03 PM, 7:29 PM,3   PIKE,7W  RAYE,0.76,32,85,3.35625,0.43,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,219, 7:33 PM, 7:57 PM,3   PIKE,7W  RAYE,0.6,25,65,3.35625,0.4,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,207, 8:03 PM, 8:26 PM,3   PIKE,7W  RAYE,0.6,25,63,3.35625,0.38,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,211, 8:33 PM, 8:56 PM,3   PIKE,7W  RAYE,0.52,22,52,3.35625,0.38,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,217, 9:03 PM, 9:26 PM,3   PIKE,7W  RAYE,0.55,23,57,3.35625,0.38,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,219, 9:33 PM, 9:56 PM,3   PIKE,7W  RAYE,0.4,17,39,3.35625,0.38,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,207,10:03 PM,10:25 PM,3   PIKE,7W  RAYE,0.5,21,57,3.35625,0.37,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,211,10:33 PM,10:54 PM,3   PIKE,7W  RAYE,0.29,12,26,3.35625,0.35,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,217,11:03 PM,11:24 PM,3   PIKE,7W  RAYE,0.33,14,40,3.35625,0.35,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,219,11:33 PM,11:54 PM,3   PIKE,7W  RAYE,0.19,8,14,3.35625,0.35,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,207,12:03 AM,12:22 AM,3   PIKE,7W  RAYE,0.24,10,25,3.35625,0.32,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,211,12:28 AM,12:47 AM,3   PIKE,7W  RAYE,0.33,14,41,3.35625,0.32,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,N,,O,217, 1:05 X, 1:24 X,3   PIKE,7W  RAYE,0.17,7,32,3.35625,0.32,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,201, 4:51 AM, 5:13 AM,LKWAMRNA,3   PIKE,0.31,13,44,3.548674,0.37,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,203, 5:38 AM, 6:00 AM,LKWAMRNA,3   PIKE,0.33,14,41,3.548674,0.37,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,202, 6:08 AM, 6:30 AM,LKWAMRNA,3   PIKE,0.52,22,65,3.548674,0.37,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,207, 6:25 AM, 6:50 AM,LKWAMRNA,3   PIKE,0.43,18,53,3.548674,0.42,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,201, 6:35 AM, 7:00 AM,LKWAMRNA,3   PIKE,0.55,23,60,3.548674,0.42,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,204, 6:51 AM, 7:16 AM,LKWAMRNA,3   PIKE,0.55,23,65,3.548674,0.42,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,205, 7:04 AM, 7:29 AM,LKWAMRNA,3   PIKE,0.71,30,86,3.548674,0.42,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,206, 7:18 AM, 7:43 AM,LKWAMRNA,3   PIKE,0.9,38,118,3.548674,0.42,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,203, 7:33 AM, 7:59 AM,LKWAMRNA,3   PIKE,0.9,38,120,3.548674,0.43,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,208, 7:46 AM, 8:12 AM,LKWAMRNA,3   PIKE,0.79,33,97,3.548674,0.43,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,202, 7:58 AM, 8:24 AM,LKWAMRNA,3   PIKE,1,42,95,3.548674,0.43,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,209, 8:12 AM, 8:38 AM,LKWAMRNA,3   PIKE,1.07,45,132,3.548674,0.43,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,207, 8:31 AM, 8:57 AM,LKWAMRNA,3   PIKE,1.14,48,138,3.548674,0.43,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,210, 8:52 AM, 9:17 AM,LKWAMRNA,3   PIKE,0.88,37,103,3.548674,0.42,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,211, 9:07 AM, 9:32 AM,LKWAMRNA,3   PIKE,0.71,30,91,3.548674,0.42,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,206, 9:22 AM, 9:47 AM,LKWAMRNA,3   PIKE,0.79,33,101,3.548674,0.42,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,203, 9:37 AM,10:02 AM,LKWAMRNA,3   PIKE,0.57,24,74,3.548674,0.42,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,208, 9:52 AM,10:17 AM,LKWAMRNA,3   PIKE,0.57,24,82,3.548674,0.42,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,209,10:08 AM,10:32 AM,LKWAMRNA,3   PIKE,0.62,26,80,3.548674,0.4,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,202,10:25 AM,10:48 AM,LKWAMRNA,3   PIKE,0.64,27,76,3.548674,0.38,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,207,10:40 AM,11:03 AM,LKWAMRNA,3   PIKE,0.52,22,76,3.548674,0.38,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,213,10:55 AM,11:18 AM,LKWAMRNA,3   PIKE,0.62,26,91,3.548674,0.38,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,210,11:10 AM,11:33 AM,LKWAMRNA,3   PIKE,0.55,23,78,3.548674,0.38,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,211,11:25 AM,11:48 AM,LKWAMRNA,3   PIKE,0.57,24,83,3.548674,0.38,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,206,11:40 AM,12:03 PM,LKWAMRNA,3   PIKE,0.4,17,60,3.548674,0.38,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,203,11:55 AM,12:18 PM,LKWAMRNA,3   PIKE,0.62,26,91,3.548674,0.38,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,208,12:10 PM,12:33 PM,LKWAMRNA,3   PIKE,0.45,19,70,3.548674,0.38,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,209,12:25 PM,12:48 PM,LKWAMRNA,3   PIKE,0.48,20,73,3.548674,0.38,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,202,12:40 PM, 1:03 PM,LKWAMRNA,3   PIKE,0.31,13,47,3.548674,0.38,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,207,12:55 PM, 1:18 PM,LKWAMRNA,3   PIKE,0.43,18,63,3.548674,0.38,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,213, 1:10 PM, 1:33 PM,LKWAMRNA,3   PIKE,0.38,16,68,3.548674,0.38,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,210, 1:25 PM, 1:48 PM,LKWAMRNA,3   PIKE,0.57,24,70,3.548674,0.38,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,211, 1:37 PM, 2:00 PM,LKWAMRNA,3   PIKE,0.38,16,57,3.548674,0.38,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,206, 1:54 PM, 2:18 PM,LKWAMRNA,3   PIKE,0.4,17,58,3.548674,0.4,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,203, 2:06 PM, 2:30 PM,LKWAMRNA,3   PIKE,0.4,17,58,3.548674,0.4,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,208, 2:24 PM, 2:48 PM,LKWAMRNA,3   PIKE,0.62,26,90,3.548674,0.4,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,209, 2:39 PM, 3:03 PM,LKWAMRNA,3   PIKE,0.5,21,70,3.548674,0.4,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,202, 2:50 PM, 3:15 PM,LKWAMRNA,3   PIKE,0.62,26,82,3.548674,0.42,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,207, 3:08 PM, 3:34 PM,LKWAMRNA,3   PIKE,0.83,35,106,3.548674,0.43,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,213, 3:23 PM, 3:49 PM,LKWAMRNA,3   PIKE,0.64,27,78,3.548674,0.43,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,210, 3:38 PM, 4:04 PM,LKWAMRNA,3   PIKE,0.52,22,76,3.548674,0.43,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,211, 3:51 PM, 4:17 PM,LKWAMRNA,3   PIKE,0.62,26,78,3.548674,0.43,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,206, 4:04 PM, 4:30 PM,LKWAMRNA,3   PIKE,0.48,20,58,3.548674,0.43,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,203, 4:18 PM, 4:43 PM,LKWAMRNA,3   PIKE,0.81,34,106,3.548674,0.42,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,208, 4:30 PM, 4:55 PM,LKWAMRNA,3   PIKE,0.81,34,98,3.548674,0.42,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,214, 4:44 PM, 5:09 PM,LKWAMRNA,3   PIKE,0.93,39,118,3.548674,0.42,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,219, 4:53 PM, 5:18 PM,LKWAMRNA,3   PIKE,0.57,24,77,3.548674,0.42,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,209, 5:03 PM, 5:28 PM,LKWAMRNA,3   PIKE,0.57,24,82,3.548674,0.42,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,202, 5:14 PM, 5:38 PM,LKWAMRNA,3   PIKE,0.57,24,90,3.548674,0.4,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,215, 5:27 PM, 5:50 PM,LKWAMRNA,3   PIKE,0.5,21,73,3.548674,0.38,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,207, 5:39 PM, 6:02 PM,LKWAMRNA,3   PIKE,0.4,17,65,3.548674,0.38,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,213, 5:51 PM, 6:14 PM,LKWAMRNA,3   PIKE,0.4,17,57,3.548674,0.38,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,216, 5:56 PM, 6:19 PM,LKWAMRNA,3   PIKE,0.29,12,47,3.548674,0.38,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,210, 6:01 PM, 6:24 PM,LKWAMRNA,3   PIKE,0.24,10,23,3.548674,0.38,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,211, 6:09 PM, 6:32 PM,LKWAMRNA,3   PIKE,0.26,11,42,3.548674,0.38,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,317, 6:20 PM, 6:43 PM,LKWAMRNA,3   PIKE,0.33,14,47,3.548674,0.38,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,203, 6:30 PM, 6:52 PM,LKWAMRNA,3   PIKE,0.19,8,38,3.548674,0.37,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,217, 6:41 PM, 7:03 PM,LKWAMRNA,3   PIKE,0.31,13,49,3.548674,0.37,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,214, 6:51 PM, 7:12 PM,LKWAMRNA,3   PIKE,0.17,7,43,3.548674,0.35,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,219, 7:12 PM, 7:33 PM,LKWAMRNA,3   PIKE,0.43,18,63,3.548674,0.35,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,207, 7:42 PM, 8:03 PM,LKWAMRNA,3   PIKE,0.43,18,69,3.548674,0.35,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,211, 8:14 PM, 8:33 PM,LKWAMRNA,3   PIKE,0.4,17,73,3.548674,0.32,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,217, 8:44 PM, 9:03 PM,LKWAMRNA,3   PIKE,0.38,16,60,3.548674,0.32,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,219, 9:14 PM, 9:33 PM,LKWAMRNA,3   PIKE,0.29,12,47,3.548674,0.32,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,207, 9:44 PM,10:03 PM,LKWAMRNA,3   PIKE,0.26,11,44,3.548674,0.32,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,211,10:14 PM,10:33 PM,LKWAMRNA,3   PIKE,0.24,10,41,3.548674,0.32,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,217,10:44 PM,11:03 PM,LKWAMRNA,3   PIKE,0.21,9,35,3.548674,0.32,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,219,11:14 PM,11:33 PM,LKWAMRNA,3   PIKE,0.19,8,28,3.548674,0.32,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,207,11:44 PM,12:03 AM,LKWAMRNA,3   PIKE,0.14,6,22,3.548674,0.32,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,211,12:09 AM,12:28 AM,LKWAMRNA,3   PIKE,0.12,5,16,3.548674,0.32,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,217,12:37 AM,12:56 AM,LKWAMRNA,3   PIKE,0.1,4,13,3.548674,0.32,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,I,219,12:57 AM, 1:16 X,LKWAMRNA,3   PIKE,0.05,2,13,3.548674,0.32,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,201, 4:19 AM, 4:46 AM,2   LEN ,LKWAMRNA,0.07,3,7,4.179924,0.45,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,203, 5:03 AM, 5:33 AM,2   LEN ,LKWAMRNA,0.07,3,8,4.179924,0.5,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,202, 5:30 AM, 5:55 AM,3   UNON,LKWAMRNA,0.33,14,17,3.6,0.42,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,207, 5:48 AM, 6:18 AM,2   LEN ,LKWAMRNA,0.33,14,30,4.179924,0.5,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,201, 6:02 AM, 6:27 AM,3   UNON,LKWAMRNA,0.52,22,34,3.6,0.42,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,204, 6:19 AM, 6:44 AM,3   UNON,LKWAMRNA,0.55,23,31,3.6,0.42,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,205, 6:32 AM, 6:59 AM,3   UNON,LKWAMRNA,1.05,44,60,3.6,0.45,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,206, 6:45 AM, 7:13 AM,3   UNON,LKWAMRNA,0.64,27,41,3.6,0.47,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,203, 6:59 AM, 7:27 AM,3   UNON,LKWAMRNA,0.67,28,43,3.6,0.47,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,208, 7:13 AM, 7:40 AM,3   UNON,LKWAMRNA,1,42,51,3.6,0.45,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,202, 7:25 AM, 7:53 AM,3   UNON,LKWAMRNA,0.86,36,58,3.6,0.47,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,209, 7:38 AM, 8:06 AM,3   UNON,LKWAMRNA,0.86,36,41,3.6,0.47,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,207, 7:54 AM, 8:22 AM,3   UNON,LKWAMRNA,0.74,31,32,3.6,0.47,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,210, 8:11 AM, 8:39 AM,3   UNON,LKWAMRNA,0.69,29,49,3.6,0.47,42,41,WK,P,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,211, 8:30 AM, 8:58 AM,3   UNON,LKWAMRNA,0.88,37,66,3.6,0.47,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,206, 8:44 AM, 9:12 AM,3   UNON,LKWAMRNA,0.69,29,43,3.6,0.47,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,203, 9:04 AM, 9:32 AM,3   UNON,LKWAMRNA,0.69,29,49,3.6,0.47,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,208, 9:17 AM, 9:45 AM,3   UNON,LKWAMRNA,0.64,27,34,3.6,0.47,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,209, 9:33 AM,10:01 AM,3   UNON,LKWAMRNA,0.79,33,32,3.6,0.47,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,202, 9:46 AM,10:14 AM,3   UNON,LKWAMRNA,0.57,24,26,3.6,0.47,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,207,10:00 AM,10:28 AM,3   UNON,LKWAMRNA,0.67,28,32,3.6,0.47,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,213,10:15 AM,10:43 AM,3   UNON,LKWAMRNA,0.67,28,43,3.6,0.47,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,210,10:30 AM,10:58 AM,3   UNON,LKWAMRNA,0.74,31,49,3.6,0.47,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,211,10:45 AM,11:13 AM,3   UNON,LKWAMRNA,0.71,30,41,3.6,0.47,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,206,11:00 AM,11:28 AM,3   UNON,LKWAMRNA,0.62,26,41,3.6,0.47,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,203,11:15 AM,11:43 AM,3   UNON,LKWAMRNA,0.69,29,26,3.6,0.47,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,208,11:30 AM,11:58 AM,3   UNON,LKWAMRNA,0.43,18,28,3.6,0.47,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,209,11:45 AM,12:13 PM,3   UNON,LKWAMRNA,0.55,23,32,3.6,0.47,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,202,12:00 PM,12:28 PM,3   UNON,LKWAMRNA,0.64,27,47,3.6,0.47,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,207,12:15 PM,12:43 PM,3   UNON,LKWAMRNA,0.52,22,30,3.6,0.47,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,213,12:30 PM,12:58 PM,3   UNON,LKWAMRNA,0.55,23,36,3.6,0.47,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,210,12:45 PM, 1:13 PM,3   UNON,LKWAMRNA,0.74,31,45,3.6,0.47,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,211,12:59 PM, 1:26 PM,3   UNON,LKWAMRNA,0.52,22,38,3.6,0.45,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,206, 1:14 PM, 1:44 PM,3   UNON,LKWAMRNA,0.57,24,30,3.6,0.5,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,203, 1:29 PM, 1:59 PM,3   UNON,LKWAMRNA,0.71,30,32,3.6,0.5,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
2,S,,O,208, 1:43 PM, 2:13 PM,3   UNON,LKWAMRNA,0.45,19,20,3.6,0.5,42,41,WK,O,142.92,2,,,,,,,,,,,,,,,,,,
